Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
СТС,['23:25'],Вредная привычка,2023,"Вася и Батя, всю свою жизнь прожившие в деревне, в одночасье оказались на улице без дома и денег. Виной всему — вредная привычка рассеянного Бати, оставившего один непотушенный бычок… Приехав в город, герои находят единственное место, где можно находиться 24 часа в сутки, — фитнес-клуб. Теперь сельской парочке предстоит освоиться в мире смузи и пилатеса, встать на ноги и даже найти свою любовь.
«Вредная привычка» (2023) — комедия с Яном Цапником и Антоном Жижиным в главных ролях. Также в фильме снялись Агата Муцениеце, Ирина Пегова, Раиса Рязанова и другие актеры.",12+,6.5,622 оценки,['комедия'],['Митрий Семенов-Алейников']
СТС,['02:45'],Бедные Абрамовичи,2023 — по н.в.,"В центре Москвы, рядом с синагогой, живут четыре поколения одной еврейской семьи Абрамовичей. Все они, за исключением старой Муси Львовны, весьма далеки от корней, религии и традиций. Например, Боря спокойно ест и продает свинину, а его сын Давид и вовсе скрывает свое происхождение. Но однажды в Борю Абрамовича ударяет молния, и с этого момента он начинает видеть дух своего предка Хаима. Прапрапрапрапрадед рассказывает, что когда-то совершил страшный грех и навлек на род Абрамовичей проклятие. Только Боря может снять его, но для этого нужно освободить душу Хаима и попутно обратиться к истокам и раскрыть смысл иудаизма.",16+,6.6,859 оценок,['комедия'],['Илья Фарфель']
РЕН ТВ,"['05:00', '18:00', '02:15', '04:15']",Самые шокирующие гипотезы,2015 — по н.в.,"«Самые шокирующие гипотезы» — цикл документальных передач, посвященный новому толкованию всем известных исторических событий, обыденных явлений в нашей жизни и фактов из других областей человеческих знаний. Журналисты, основываясь на неизвестных ранее сведениях, помогут иначе взглянуть на то, что прежде казалось непреложной истиной, и в очередной раз удостовериться в относительности знаний человека об окружающем мире.",16+,7.6,601 оценка,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['11:00'],"""Как устроен мир"" с Тимофеем Баженовым",2018 — по н.в.,"Научно-познавательная и приключенческая программа «Как устроен мир» доказывает, что человеку только кажется, что он подчинил себе все возможные стихии. В каждом выпуске ведущий Тимофей Баженов рассказывает о случаях проявления разрушительной силы природы, демонстрирует наглядные видео, объясняет детали различных явлений и проверяет их на себе — погружается в лаву, поджигает воду, готовит воздух и делает множество других безумных вещей.",16+,6.3,93 оценки,['научно-познавательное'],['Тимофей Баженов']
РЕН ТВ,"['17:00', '02:55']",Тайны Чапман,2015 — по н.в.,"В центре каждого выпуска телепрограммы — поиск ответов на сложные вопросы, с которыми каждый день сталкивается любой человек. Авторы телешоу постараются найти скрытые связи между явлениями и объяснить, почему меняется климат и растет число природных катастроф, чем опасен здоровый образ жизни и как обычная вода может привести к войне. Телешоу «Тайны Чапман» — это исследование явлений, о которых, казалось бы, давно известно все, редкие документальные кадры, свидетельства очевидцев, интервью с учеными и сложные эксперименты.",16+,6.2,459 оценок,['документальное'],['Анна Чапман']
РЕН ТВ,['20:00'],Рейд,2011,"Отряд спецназовцев получает задание проникнуть в многоэтажный дом, расположенный в самом сердце трущоб Джакарты, и арестовать обосновавшегося там наркобарона, которого охраняет целая армия вооруженных до зубов головорезов. Операцию нужно провести без лишнего шума, но нелепая случайность нарушает планы служителей закона. Теперь бойцам негде спрятаться и некуда бежать. Перед ними 30 этажей ада, где смертью грозит каждый неверный шаг. Война по правилам кончилась. Выживает сильнейший! В фильме «Рейд» используется приемы традиционного индонезийского боевого искусства — пенчак силат.",18+,7.5,1 571 оценка,['триллер'],['Гарет Эванс']
РЕН ТВ,['23:30'],Рейд 2,2014,"Продолжение ураганного боевика про боевые искусства. Из трех полицейских, выбравшихся из кровавого ада первой части, в живых остается только офицер Рама. Уволившись из спецназа, он пробует начать жизнь заново, но вскоре прошлое жестко напоминает о себе — преступники убивают его брата. Чтобы отомстить, он внедряется в мощный криминальный синдикат, где быстро поднимается до самых вершин бандитской иерархии. Врагов здесь еще больше, и каждый неверный шаг может оказаться последним. Здесь нет ни близких, ни друзей, ни любви, ни тоски, ни жалости! Сюжет фильма «Рейд 2» возник еще до создания первой части, однако тогда у режиссера и сценариста Гарета Эванса не было средств для его воплощения.",18+,6.9,1 898 оценок,['триллер'],['Гарет Эванс']
ТНТ,"['05:15', '07:00', '04:45']",Однажды в России,2014 — по н.в.,"Многожанровое телешоу «Однажды в России» высмеивает различные проблемы и слабые стороны страны и ее жителей. В начале каждого выпуска ведущий-конферансье выступает с небольшим стендапом, обозначающим тему эпизода. Далее актеры и члены различных команд КВН разыгрывают на сцене перед зрителями скетчи — юмористические номера на заданную тему. Эти сценки снимают камеры — таким образом, происходит реальное театральное действие, совмещенное с кинопроизводством.",16+,7.1,1 636 оценок,['юмористическое'],['Азамат Мусагалиев']
ТНТ,"['09:30', '10:00', '10:30', '11:00', '11:30', '12:00', '12:30', '13:00', '13:30', '14:00', '14:30', '15:00', '15:30', '16:00', '16:30', '17:00', '17:30', '18:00']",СашаТаня,2013 — по н.в.,"Сериал «СашаТаня» рассказывает про молодую семью Сергеевых. После окончания института Саша и Таня вместе со своим маленьким сыном Алешкой решили пожить самостоятельно и сняли квартиру в Алтуфьево. Райончик, конечно, не из лучших, но зато и цены на жилье тут доступные, ведь Саша не собирается пользоваться миллиардами своего папы. Но Сильвестр Андреевич не планирует так просто оставить в покое молодых и тем более своего внука. Поэтому он поселился по соседству, только в просторной и роскошной квартире.
Саша и Таня — главные герои популярного сериала «Универ».",16+,5.7,12 534 оценки,['комедия'],"['Александр Потапов', 'Михаил Старчак']"
ТНТ,"['18:30', '19:00', '19:30', '20:00', '20:30', '21:00']",Полярный,2019 — по н.в.,"Главный герой комедийного сериала «Полярный» — бывший бандит Витя, который давно отошел от криминальных дел и стал бизнесменом. Но старые «коллеги» не дают ему забыть о преступном прошлом, обращаясь с просьбой разместить общак на вполне легальных счетах. Витя соглашается, но происходит непредвиденная ситуация: он забывает пароль для доступа к счету и не может вернуть деньги. Мужчине ничего не остается, как скрыться от бывших подельников. Так Витя оказывается в маленьком северном городке Полярный…
Главные роли в сериале «Полярный» исполняют Михаил Пореченков, Иван Охлобыстин, Екатерина Шпица.",16+,7.6,1 084 оценки,['комедия'],"['Константин Статский', 'Михаил Старчак']"
ТНТ,['21:30'],Мажор,2021,"Виртуозно сбежав из тюрьмы, Соколовский начинает новую сладкую жизнь с тусовками, тачками, виллами и топ-моделями, подсаженными на новый синтетический наркотик. Какую игру он затеял, на чьей он стороне? Это пытаются понять его друзья, враги, ФСБ, да и он сам.",16+,6.7,3 020 оценок,['комедия'],"['Максим Полинский', 'Николай Булыгин']"
ТНТ,['23:35'],Хеллбой,2019,"Полудемон Хеллбой работает в Бюро паранормальных исследований и обороны. Его цель — поимка и уничтожения монстров и чудовищ, которые пробираются в наш мир и провоцируют проблемы. Глава Бюро и приемный отец Хеллбоя доктор Тревор Бруттенхолм дает герою задание. Он отправляет Хеллбоя в Англию, чтобы тот помог Клубу Осириса, который тоже ведет охоту на чудовищ. В это же время в Англию прибывает монстр Груагах, который мечтает собрать все сундуки с хранящимися в них останками могущественной ведьмы Вивьен Нимуэ. Только после того, как он соберет ее по частям, она воскреснет и обретет былую силу. Хеллбой оказывается в самом эпицентре войны между людьми и монстрами.
«Хеллбой» (2019) — Третья часть фарншизы по мотивам комиксов Майка Миньолы, являющаяся приквелом двух первых частей («Хеллбой: Герой из пекла» и «Хеллбой 2: Золотая армия») режиссера Гильермо Дель Торо.",18+,6.2,2 317 оценок,['боевик'],['Нил Маршалл']
ТНТ,['01:35'],Нечто,2011,"Это рассказ о том, что происходило ДО того, как Тварь перебралась в лагерь американцев. В отличие от оригинальной картины, в которой участвовали исключительно мужчины-актеры, в новом фильме женщина станет главным персонажем. Актеры говорят, что настолько вжились в свои роли, что даже когда во время съемок на улице стояла тридцатиградусная жара, им казалось, что они мерзнут. Продюсеры специально сохранили название оригинального фильма, потому что считают, что «Нечто» 1982 года, безусловно, является образцом для подражания, а мудрить с названием было бы равнозначно «подрисовать усы Мона Лизе».",16+,7.2,1 083 оценки,['триллер'],['Маттис ван Хейниген мл.']
ТНТ,"['03:15', '04:00']",Импровизация,2016 — 2021 (Телешоу закончилось),"Непредсказуемое комедийное шоу от Comedy Club Production. Здесь нет сценария и все, происходящее на сцене, придумывается участниками на ходу. Под управлением ведущего Павла Воли четыре комика и один звездный гость оказываются в самых странных ситуациях — и выбираются из них с юмором.",16+,7.0,1 579 оценок,['игровое'],['Павел Воля']
ОТР,"['05:00', '13:00']",Секретарша,2017 (Сериал закончился),"Катерина Морозова работает секретарем в Следственном комитете. Благодаря развитой интуиции она неплохо разбирается в человеческой психологии и с легкостью находит общий язык с самыми разными людьми. Бесчисленные таланты и обширные связи делают ее практически незаменимой, когда дело касается расследования сложных и запутанных преступлений. В СК также работает ее сын Олег, который занимает должность следователя. У Кати давний роман с адвокатом Евгением Аристовым, однако она не планирует выходить замуж. Привычное течение жизни героини сериала «Секретарша» рушится в одночасье, после того как в отставку уходит ее любимый начальник, а на его место назначают человека, с которым у Морозовой есть своя история в прошлом.",16+,7.0,198 оценок,['драма'],['Радда Новикова']
ОТР,['22:10'],Из жизни начальника уголовного розыска,1983,"Cложные, противоречивые взаимоотношения между двумя совершенно разными людьми: начальником уголовного розыска и бывшим вором-рецидивистом, казалось заходят в тупик. Но критическая ситуация заставляет бывшего уголовника переступить порог недоверия и неприязни.",12+,7.1,470 оценок,['драма'],['Степан Пучинян']
ОТР,"['00:20', '01:10']","Гостиница ""Россия""",2017 (Сериал закончился),"Москва, 1976 год. Главная героиня Ксения работает в орготделе гостиницы «Россия». Она отвечает за прием и комфортное пребывание гостей, среди которых, в основном советская знать и выскопоставленные иностранцы. Гостиница — это место, где сходятся интересы разных отделов КГБ и милиции, криминала и мира искусства, интересы разных политических и международных групп. Этот мир живет по своим законам, в него невозможно попасть просто с улицы. Получить работу в гостинице и удержаться на ней — большая удача и тяжелый труд.
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/",16+,7.3,2 958 оценок,['мелодрама'],['Сергей Сенцов']
Dомашний,"['05:25', '05:57', '06:30']",По делам несовершеннолетних,2011 — по н.в.,"«По делам несовершеннолетних» — судебное реалити-шоу. Телекомпания «Право-ТВ» и уполномоченный при президенте РФ по правам ребенка адвокат Павел Астахов рассказывают о том, что может привести ваше чадо на скамью подсудимых. В роли судьи в программе выступает адвокат Виктория Данильченко, также здесь принимают участие обвинитель, подсудимый, судебные приставы, свидетели сторон, потерпевший, представители несовершеннолетних граждан. После рассмотрения дел и вынесения приговора, который в большинстве случаев является обвинительным, судья разъясняет телезрителям суть преступления не только с правовой, но и с моральной стороны.",16+,7.7,128 оценок,['реалити-шоу'],"['Павел Астахов', 'Виктория Данильченко']"
Dомашний,['07:05'],Давай разведемся!,2014 — по н.в.,"«Давай разведемся» — это 80 жизненных историй, взятых из жизни. В режиме реального времени суд разбирает семейные дела и решает, на чьей стороне объективная правда. Ведущая проекта — судья в отставке Елена Лестуха.",16+,5.9,146 оценок,['реалити-шоу'],"['Елена Лестуха', 'Екатерина Романова']"
Dомашний,"['08:10', '09:17', '03:05', '03:55']",Тест на отцовство,2017 — 2019 (Телешоу закончилось),"В студии телепрограммы решаются семейные проблемы, которые возникли у обычных людей — измены, установление отцовства, предполагаемая подмена ребенка в роддоме. Ведущая телешоу «Тест на отцовство», профессиональный юрист, поможет разобраться во взаимоотношениях близких людей и восстановить справедливость. В ходе судебного заседания рассматриваются все доказательства, опрашиваются свидетели и адвокаты обеих сторон.",16+,8.0,88 оценок,['реалити-шоу'],['Екатерина Торкунова']
Dомашний,"['10:25', '11:02', '23:30', '00:07']",Понять. Простить,2006 — по н.в.,"Программа «Понять. Простить» рассказывает о сложных ситуациях, в которых оказываются простые люди: конфликты в семье и на работе, проблемы во взаимоотношениях поколений, кризис среднего возраста. Истории из настоящей жизни, которые происходят с реальными людьми.Герой или героиня программы приходит в кабинет к практикующим психологам и рассказывает свою историю. За кадром в сжатом виде раскрывается суть проблемы, затем подробности. Человека снимают дома, на работе, в том месте, где происходит конфликт, с представлением всех действующих лиц. Это не один прием-разговор, а много встреч, много разговоров, конкретная проблема и ее решение. Получается реконструкция истории лечения пациента, сжатая до одного выпуска программы.",16+,5.5,290 оценок,['документальное'],"['Борис Егоров', 'Галина Тимошенко']"
Dомашний,"['11:40', '12:12', '00:45', '01:15']",Порча,2019 — по н.в.,"Главная героиня проекта «Порча» — загадочная женщина Тамара, которая обладает сверхъестественными способностями. Каждый день она принимает в своей квартире отчаявшихся людей, которых преследуют неудачи, — на работе, в отношениях, в семейной жизни. Тамара видит всех своих посетителей насквозь, но помогает тем, кому считает нужным. Она снимает с людей порчу, попутно рассказывая им, как это могло произойти, что с этим делать и как жить дальше. Женщина сообщает о возможных вариантах развития событий и дает полезные советы, но следовать им или нет, — клиенты решают сами. Все истории, рассказанные в сериале, взяты из реальной практики Тамары.",16+,3.7,93 оценки,['драма'],['Антон Нефедов']
Dомашний,"['19:00', '20:07', '21:15', '22:22']",Хрустальная королева,2023 (Сериал закончился),"Детский тренер по фигурному катанию Анна Королева мечтает видеть среди своих учеников олимпийских чемпионов, но все ее самые перспективные протеже рано или поздно уходят к более известным наставникам. Однажды у Анны появляется надежда вырастить звезду спорта — у нее начинает заниматься одаренная, но своенравная ученица Дина. Родители девочки хотят, чтобы она была музыкантом, поэтому Дина обманывает их и тренируется втайне. Анне приходится объясняться с отцом подопечной Дмитрием, но успехи и победы Дины меняют его взгляды. Постепенно между Анной и Дмитрием возникает симпатия. Из-за этого у Анны портятся отношения с любимым мужчиной Вадимом, а Дина, чувствующая себя преданной, накануне соревнований уходит к другому тренеру…",16+,6.6,24 оценки,['драма'],['Евгений Семенов']
Россия 24,['04:09'],Вечер с Владимиром Соловьевым,2014 — по н.в.,"Студия телепрограммы является площадкой, где обсуждаются самые резонансные события, которые произошли в политической жизни страны и мира. Гостями телешоу «Вечер с Владимиром Соловьевым» становятся известные политики, общественные деятели, ученые, журналисты, как российские, так и иностранные. В студии звучат диаметрально противоположные точки зрения на обсуждаемую проблему, гости приводят весомые аргументы и доказательства своей правоты. Участникам острой дискуссии не всегда удается прийти к консенсусу.",12+,5.6,2 310 оценок,['ток-шоу'],['Владимир Соловьев']
ТВ-3,['05:00'],Дневник экстрасенса с Фатимой Хадуевой. Молодой ученик,2016 — 2019 (Телешоу закончилось),"Реалити-шоу позволяет проникнуть в закрытый и загадочный мир, где открываются тайны прошлого и будущего. В телепрограмме нет сценария и приглашенных участников, только реальные люди, которые обращаются к экстрасенсу за советом. Телешоу позволяет узнать, как на самом деле живут люди со сверхспособностями.",16+,4.4,214 оценок,['реалити-шоу'],['Фатима Хадуева']
ТВ-3,['08:00'],Леди Баг и Супер-кот,2015 — по н.в.,"Маринетт всего 15 лет, она ходит в школу вместе со своими сверстниками. Но по ночам девочка превращается в Леди Баг, супергероиню со сверхъестественными способностями. Вместе с ней на улицы ночного Парижа выходит Супер-Кот, а по совместительству одноклассник Маринетт Дюпейн-Чен, Адриан Агрест. Супергерои скрывают лица под масками, их цель — победить Хаука Мота, который порабощает обычных жителей города, превращая их в злодеев...
Мультипликационный сериал «Леди Баг и Супер-Кот» снят по мотивам серии комиксов.",6+,6.8,25 117 оценок,['комедия'],"['Томас Астрюк', 'Марк Экланд', 'Джеф Астолфо', 'Риккардо Дюранте']"
ТВ-3,"['15:15', '15:45', '16:20']",Слепая,2014 — 2019 (Сериал закончился),"Прабабка ее матери была травницей — помогала бесплодным, лечила больных животных. У другой ее прабабки еще в детстве из-за сильного сколиоза вырос горб, а после этого открылся дар целительства. Саму героиню сериала «Слепая» Нину сравнивают с Вангой. Она тоже незрячей не родилась: в первом классе мальчишка попал ей в глаза обледенелым куском угля. Зрение начало стремительно падать, лекарства не помогали, врачи ничем не могли помочь. Когда она практически ослепла, она увидела людей, но по-другому. Сама она называет это словом «чуять».
Она не любит говорить о себе или о том, кто и зачем к ней обращается. Живет уединенно, в глуши, но всех, кто приходит, — принимает. Она видит, когда у человека что-то не так. Видит его судьбу.",16+,5.5,1 085 оценок,['драма'],['Елена Митюкова']
ТВ-3,"['17:00', '18:10']",Кордон,2024,"Саша Дымов — бывший пограничник, отсидевший в тюрьме по ложному обвинению. Вернувшись в родную деревню Кордонку, он понимает, что уже ничего не будет как прежде: любимая женщина вышла замуж за его лучшего друга, а работу в органах с судимостью он получить не сможет. Близкий друг Трофимыч устраивает Дымова автомехаником в свою мастерскую, но тихая мирная жизнь Саше не подходит. Отличный боец и неравнодушный человек, Дымов не может спокойно смотреть на беспредел, который учиняют в приграничной деревне преступники и контрабандисты, переправляющие за кордон деньги, оружие и запрещенные товары. Саша объявляет им войну, а параллельно пытается найти того, кто его подставил и отправил за решетку, и решает личные вопросы. Бывшая супруга Юля мучается чувством вины и сомневается, правильно ли поступила, выбрав Сашиного лучшего друга. В то же время в жизни героя сериала «Кордон» появляется новая женщина — красавица Маша, работающая на почте.",16+,7.0,22 оценки,['мелодрама'],['Юрий Осипов']
ТВ-3,['00:00'],Бекки в ярости,2023,"С событий первого фильма прошло 2 года. Бекки живет у опекунши Елены и пытается восстановить свою жизнь заново. Но однажды в дом к женщинам вырываются бандиты, которые похищают собаку Бекки. Девушка понимает, что ей вновь придется бороться за тех, кого она любит, с помощью насилия.",18+,3.8,12 оценок,['триллер'],"['Сьюзанн Кут', 'Мэтт Энджел']"
ТВ-3,['01:30'],Влюблен без памяти,2022,"Спустя три года после Первой мировой войны Жюли узнает своего пропавшего без вести мужа Антуана в бродяге, страдающем амнезией. Супруги воссоединяются, и женщина всеми силами пытается пробудить в любимом былые чувства. Кажется, еще чуть-чуть, и все снова станет как прежде. Но однажды на пороге их дома появляется другая женщина. Она утверждает, что Антуан — ее муж.",16+,6.4,11 оценок,['драма'],['Гийом Бюро']
Карусель,['05:55'],Барбоскины,2011 — по н.в.,"Барбоскины — это большое собачье семейство, которое живет совсем как люди. Папа занят работой и карьерой и не расстается с ноутбуком и телефоном. Мама — домохозяйка, но мечтает стать актрисой. Щенята делают то же самое, что и дети их возраста. Дружок — старший в семье, любит играть в футбол, Роза — красотка-блондинка, увлекается модой, Гена — застенчивый ботаник, мечтающий о Нобелевской премии, Лиза — зануда-сладкоежка и Малыш — маленький проказник. Кстати, все собачки в семье разных пород, может, именно поэтому каждый день у Барбоскиных происходит что-нибудь невероятное.",0+,6.8,9 972 оценки,['для детей'],"['Екатерина Салабай', 'Елена Галдобина']"
Карусель,['08:40'],Школьный автобус Гордон,2019 — 2021 (Сериал закончился),"Добрый мультсериал, который учит дружить и помогать друг другу. Обаятельный автобус-трансформер по имени Гордон отвозит малышей в садик «Солнышко» и делает все, чтобы их защитить. Если нужно, Гордон превращается в машину скорой помощи или в полицейский транспорт. Но главное —  он всегда готов помочь мудрым советом и решить самые непростые проблемы, возникающие в детском коллективе. ",0+,3.7,32 оценки,['для детей'],['Лу Цзиньхуэй']
Карусель,['08:55'],Робокар Поли и его друзья,2011 (Сериал закончился),"В центре событий мультсериала — захватывающие приключения команды спасателей-робокаров Поли, Эмбер, Роя и Хели в городе Брум. Бесстрашные стражи порядка спешат на помощь всем тем, кто попал в затруднительное положение на дороге. Они учат малышей не только правилам дорожного движения, но и рассказывают, как нужно себя вести в школьном автобусе, как важно пользоваться ремнями безопасности, с какими опасностями можно столкнуться на парковке, а также принимают экзамены по вождению на велосипеде. В конце каждого эпизода мультсериала «Робокар Поли. Правила дорожного движения» малыши участвуют в веселой викторине, победитель которой получает кубок.",0+,6.0,129 оценок,['для детей'],['Ем Джун Янг']
Карусель,['09:30'],Простоквашино,2018 — по н.в.,"Девятилетний дядя Федор живет в обычной городской квартире с мамой, папой и младшей сестрой Верой Павловной. Однажды галчонок Хватайка прилетает с тревожной новостью: псу Шарику и коту Матрокину срочно требуется помощь дяди Федора в Простоквашино. Мальчик отправляется к друзьям на выручку и встречает в деревне давнего знакомого — почтальона Печкина. А вскоре к нему присоединяется и Вера Павловна, отправившая сама себя в Простоквашино по почте.
«Простоквашино» — современное продолжение серии советских мультфильмов «Трое из Простоквашино», «Зима в Простоквашино» и «Каникулы в Простоквашино», снятых по мотивам произведений Эдуарда Успенского. Действие мультсериала берет начало в 2018 году.",0+,6.9,573 оценки,['для детей'],['Михаил Солошенко']
Карусель,['11:20'],Диностер,2023 — 2024 (Сериал закончился),"Четверо друзей, Люцио, Делби, Джей Мин и Оз, живут в совершенно обычном мире. Но у них есть тайна: они умеют переноситься во вселенную, в которой живут настоящие динозавры. В Дино-мире ребят ждут приключения, а помогать им будет профессор Лора. Вместе они — команда «Диностер»! Умение поддерживать друг друга им пригодится, когда настанет пора защитить динозавров от посягательств злобного ученого Бекса Хантера. Негодяй хочет, чтобы древние ящеры восстали против людей.",6+,6.8,1 473 оценки,['приключения'],"['Руана Ли', 'Хуби Ю']"
Карусель,['16:00'],"Ну, погоди! Каникулы",2021 — по н.в.,"Волк больше не пытается съесть Зайца — он хочет его победить. В живописных горах и на солнечных пляжах герои мультсериала участвуют в различных спорах, конкурсах и спортивных состязаниях. Чаще всего не имеющий преимущества Волк выбирает нечестные методы борьбы и жульничает, из-за чего попадает в нелепые и смешные ситуации.
«Ну погоди! Каникулы» — это перезапуск культового советского мультсериала «Ну, погоди!».",6+,5.9,317 оценок,['для детей'],"['Андрей Жидков', 'Максим Волков']"
Карусель,['17:10'],Оранжевая корова,2018 — по н.в.,"Главные герои мультсериала — веселые брат и сестра, телята Зоя и Боря. Любопытные и жизнерадостные Зо и Бо, как их все сокращенно называют, живут вместе с мамой и папой в городе, а летом приезжают на дачу, где вокруг очень много интересного. Телята постоянно попадают в самые разные ситуации — иногда смешные, а иногда даже опасные, — но на помощь им всегда приходят любящие и мудрые родители. Они рассказывают, как нужно вести себя в разных обстоятельствах, как заводить друзей, помогать друг другу и избегать неприятностей.",0+,6.9,411 оценок,['для детей'],['Елена Чернова']
Карусель,"['19:10', '19:45', '20:25']",Кошечки-собачки,2020 — по н.в.,"В уютном зеленом городе живут семьи с непоседливыми и любознательными котятами и щенятами. Пушистые друзья помогают родителям, ездят на уроки, играют на улице. Кошечки и собачки добрые, веселые и приветливые. Они лучшие друзья! Каждый день приносит им новые знания о разных профессиях и полезный опыт. А чтобы было еще веселее, в финале пушистики исполняют задорную песенку.",0+,6.7,286 оценок,['для детей'],"['Вера Мякишева', 'Алексей Миронов']"
Карусель,['21:00'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Карусель,['23:15'],Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
Карусель,['01:50'],Смешарики. Пин-код,2012 — 2016 (Сериал закончился),"После того как Пин изобретает летающий шарообразный корабль «Пинолет», Смешарики постоянно путешествуют на нем — по Земле, под ней и даже в космосе. Смешарики очень часто попадают в забавные и нелепые ситуации, из которых Пину и Лосяшу приходится их вызволять. Попутно они рассказывают друзьям о безграничных возможностях науки.
«Смешарики. Пин-Код» — это спин-офф популярного мультсериала «Смешарики». Цель «Пин-Кода» — сформировать интерес к изобретательству, техническому творчеству и науке у детей от 6 до 14 лет.",6+,7.5,2 187 оценок,['приключения'],"['Алексей Горбунов', 'Светлана Мардаголимова', 'Александра Аверьянова']"
Карусель,['03:25'],"Котики, вперед!",2012 — 2019 (Сериал закончился),"Котя и Катя — два маленьких котенка, брат и сестра. Котя — умный и рассудительный, а Катя — милая непоседа. Они обожают чудеса и приключения, а познавать мир им помогает необычная коробка с игрушками, в которой есть все на свете. Любознательные герои отправляются в удивительные и поучительные путешествия, благодаря которым они научатся делать самостоятельный выбор, отличать добро от зла, дружить и делиться, говорить спасибо, вовремя ложиться спать и многому другому.
Над мультсериалом «Котики, вперед!» работала международная команда, которая подарила миру такие детские проекты, как «Улица Сезам» и «Куми-Куми».",0+,6.3,409 оценок,['приключения'],['Владимир Пономарев']
Звезда,"['05:25', '06:12']",Разведчики: Война после войны,2008,"С окончанием Великой Отечественной войны в стране наступает долгожданный мир. Но уже через год жители одного из южных приморских городков теряют покой: здесь начинает орудовать неуловимая банда, совершившая за короткий период времени несколько дерзких ограблений и жестоких убийств. Местные органы правопорядка не в силах дать должный отпор распоясавшимся бандитам, руководимым жестоким и беспощадным Артистом. Безнаказанность подталкивает преступников на ограбление склада с оружием одной из воинских частей, расположенной недалеко от города.",16+,7.1,78 оценок,['детектив'],['Александр Замятин']
Звезда,"['14:00', '14:45', '15:30', '16:15', '17:05', '17:18', '17:32', '17:46']","Задания особой важности: Операция ""Тайфун""",2013 (Сериал закончился),"Сериал «Задания особой важности: Операция «Тайфун» рассказывает о группе советских разведчиков-диверсантов, выполняющих во время Великой Отечественной войны задания особой важности. В команду молодых разведчиков входят — снайпер Веснин, сапер Скорик, радистка Арина и проводник Серафима. Руководит операцией опытный капитан Суслов.
Первое задание — уничтожить стратегические склады горючего, захваченные немцами во время стремительного наступления. Второе — уничтожить лабораторию, в которой немцами разрабатываются прототипы невидимых для радаров сверхзвуковых самолетов. Путешествие команды окажется наполненным опасностями, безвыходными ситуациями и несколькими вполне реальными угрозами срыва всей операции.",12+,6.8,1 130 оценок,['приключения'],['Петр Амелин']
