Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
РЕН ТВ,"['05:00', '18:00', '04:35']",Самые шокирующие гипотезы,2015 — по н.в.,"«Самые шокирующие гипотезы» — цикл документальных передач, посвященный новому толкованию всем известных исторических событий, обыденных явлений в нашей жизни и фактов из других областей человеческих знаний. Журналисты, основываясь на неизвестных ранее сведениях, помогут иначе взглянуть на то, что прежде казалось непреложной истиной, и в очередной раз удостовериться в относительности знаний человека об окружающем мире.",16+,7.6,601 оценка,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['09:00'],"""Военная тайна"" с Игорем Прокопенко",1998 — по н.в.,"«Военная тайна» — одна из старейших программ на Рен ТВ, которая имеет очень устойчивую аудиторию и которой нет аналогов на отечественном телевидении. Ее содержание полностью соответствует интригующему названию: своими секретами с ведущим и корреспондентами программы делятся военные и политики, разведчики и сотрудники спецслужб.
Визитная карточка программы — эксклюзивная информация, уникальные документы и видеосъемка. Объект исследования — парадоксальные события, оставившие след в нашей истории, а также тайные пружины, которые подчас приводят в действие механизм обеспечения безопасности государства.",16+,7.4,633 оценки,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['11:00'],"""Как устроен мир"" с Тимофеем Баженовым",2018 — по н.в.,"Научно-познавательная и приключенческая программа «Как устроен мир» доказывает, что человеку только кажется, что он подчинил себе все возможные стихии. В каждом выпуске ведущий Тимофей Баженов рассказывает о случаях проявления разрушительной силы природы, демонстрирует наглядные видео, объясняет детали различных явлений и проверяет их на себе — погружается в лаву, поджигает воду, готовит воздух и делает множество других безумных вещей.",16+,6.3,93 оценки,['научно-познавательное'],['Тимофей Баженов']
РЕН ТВ,"['17:00', '02:40']",Тайны Чапман,2015 — по н.в.,"В центре каждого выпуска телепрограммы — поиск ответов на сложные вопросы, с которыми каждый день сталкивается любой человек. Авторы телешоу постараются найти скрытые связи между явлениями и объяснить, почему меняется климат и растет число природных катастроф, чем опасен здоровый образ жизни и как обычная вода может привести к войне. Телешоу «Тайны Чапман» — это исследование явлений, о которых, казалось бы, давно известно все, редкие документальные кадры, свидетельства очевидцев, интервью с учеными и сложные эксперименты.",16+,6.2,459 оценок,['документальное'],['Анна Чапман']
РЕН ТВ,['20:00'],Заложник,2005,"Когда-то Джефф Тэлли был лучшим переговорщиком в полиции Лос-Анджелеса, но из-за собственной самоуверенности он не сумел спасти двоих заложников. Этот случай настолько повлиял на Джеффа, что он ушел из спецотряда SWAT и перевелся в небольшой городок в округе Вентура. Однажды в его городе трое подростков после неудачного ограбления взяли в заложники отца семейства и двух его детей. Подростки агрессивны и вооружены, и грозят убить заложников. У Тэлли есть шанс исправить ошибки своего прошлого. Фильм «Заложник» с Брюсом Уиллисом в главной роли снят по одноименному роману Роберта Крайса.",16+,6.6,475 оценок,['драма'],['Флоран Эмилио Сири']
РЕН ТВ,['23:30'],Человек из Рима,2022,"Анонимный хакер взламывает систему безопасности Ватикана и отправляет Папе Римскому сообщение о загадочных событиях в церкви Севильи XVII века. Расследовать дело поручают отцу Куарту из отдела внешних церковных связей. Но готов ли старинный храм делиться своими секретами?
«Человек из Рима» — детективный триллер по мотивам романа Артуро Переса Реверте.",18+,5.6,41 оценка,['триллер'],['Серджо Дау']
РЕН ТВ,['01:50'],Смотреть всем!,2012 — 2015 (Телешоу закончилось),"В Интернете мы наблюдаем множество видеороликов, которые стали хитами. Снятые простыми гражданами на любительские камеры и мобильные телефоны, они собрали огромное количество просмотров. Программа «Смотреть всем!» поведает о том, как сложилась судьба участников и авторов роликов. Стали ли они знаменитыми после того, как сделанные ими видео буквально взорвали Интернет, создают ли новые «убойные» видео или живут спокойно, как раньше. Или, может быть, напротив, их жизнь превратилась в кошмар?",16+,7.0,278 оценок,['документальное'],['Ярослав Строганов']
ТНТ,"['05:15', '07:00', '08:00', '04:00', '04:45']",Однажды в России,2014 — по н.в.,"Многожанровое телешоу «Однажды в России» высмеивает различные проблемы и слабые стороны страны и ее жителей. В начале каждого выпуска ведущий-конферансье выступает с небольшим стендапом, обозначающим тему эпизода. Далее актеры и члены различных команд КВН разыгрывают на сцене перед зрителями скетчи — юмористические номера на заданную тему. Эти сценки снимают камеры — таким образом, происходит реальное театральное действие, совмещенное с кинопроизводством.",16+,7.1,1 636 оценок,['юмористическое'],['Азамат Мусагалиев']
ТНТ,"['12:00', '12:30', '13:00', '13:30', '14:00', '14:30', '15:00', '15:30', '16:00', '16:30', '17:00', '17:30', '18:00', '18:30', '19:00', '19:30']",Жуки,2019 — по н.в. (16 декабря 2024 ожидается выход 4 сезона),"Никита, Артемий и Денис — три молодых программиста из Москвы. Они надеются продать свое приложение TWIN на крупной IT-выставке, но презентация проходит не так, как планировалось, и вдобавок ко всему на мероприятие заявляются люди из военкомата. Парни в ужасе от перспективы отправиться в армию и договариваются о прохождении альтернативной службы. Так избалованные столичными благами айтишники оказываются в глухой деревушке Жуки Саратовской области, где им предстоит налаживать жизнь в максимально непривычных условиях.
«Жуки» — комедийный сериал с Вячеславом Чепурченко, Павлом Комаровым и Вадимом Дубровиным в главных ролях.",16+,7.6,1 665 оценок,['комедия'],"['Константин Смирнов', 'Максим Пешков']"
ТНТ,"['20:55', '21:30']",Неличная жизнь,2022 (Сериал закончился),"Герои драмеди «Неличная жизнь» — обычная провинциальная семья, которая живет в маленькой квартирке и экономит на всем, лишь бы прокормиться. Однажды у их ближайшего родственника появляется «Майбах», и глава семьи не может отказать себе в удовольствии прокатить родных на такой шикарной машине. Однако поездка заканчивается катастрофой: автомобиль, который, как оказалось, принадлежит главному городскому бандиту, тонет в реке, и чтобы загладить свою вину, герои должны в течение месяца принести ему 50 миллионов рублей. Находчивые супруги решают снимать интимные ролики для порносайта, где можно получить 20 тысяч евро за самое популярное видео.",18+,7.3,282 оценки,['драма'],['Максим Пешков']
ТНТ,['23:30'],Любви не бывает?,2024,"Карьеристка Катя утратила веру в любовь, совершенно разочаровавшись в мужчинах. Ловелас Саша же, напротив, и дня не может прожить без женского внимания. Однажды судьба сталкивает героев на одной лестничной клетке. Саша уверен, что его новая соседка-красотка не сможет устоять перед ним, как и все прочие. Вот только Катя верна своим убеждениям и решает проучить самовлюбленного бабника, превратив его жизнь в настоящий кошмар. Как известно, от ненависти до любви один шаг — но смогут ли Саша и Катя не упустить настоящее чувство?
«Любви не бывает?» (2024) — романтическая комедия с Анной Чиповской и Владимиром Яглычем о том, как найти любовь, даже если не веришь в нее. Также роли в фильме сыграли Юлия Франц, Евгений Михеев, Алексей Золотовицкий, Сергей Мигицко и другие актеры.",18+,5.7,417 оценок,['мелодрама'],['Дмитрий Фикс']
ТНТ,"['01:30', '02:15', '03:10']",Студия Союз,2017 — 2021 (Телешоу закончилось),"Комедийно-музыкальное шоу, в котором звезды ТНТ соревнуются между собой, проверяя свои знания русской эстрады. В этой схватке им помогают юмор и самоирония, а также шесть постоянных участников «Студии Союз».
Шоу объединяет в себе несколько жанров: юмористический, музыкальный и импровизационный, а его главная цель — вместе посмеяться над абсурдностью русской попсы.",12+,7.5,269 оценок,['игровое'],"['Кирилл Коковкин', 'Виктор Щетков', 'Айдар Гараев', 'Александр Алымов', 'Артем Муратов', 'Елена Гущина']"
ОТР,"['00:30', '01:20']","Гостиница ""Россия""",2017 (Сериал закончился),"Москва, 1976 год. Главная героиня Ксения работает в орготделе гостиницы «Россия». Она отвечает за прием и комфортное пребывание гостей, среди которых, в основном советская знать и выскопоставленные иностранцы. Гостиница — это место, где сходятся интересы разных отделов КГБ и милиции, криминала и мира искусства, интересы разных политических и международных групп. Этот мир живет по своим законам, в него невозможно попасть просто с улицы. Получить работу в гостинице и удержаться на ней — большая удача и тяжелый труд.
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/
Лихая атмосферная история о жизни и нравах самой знаменитой советской гостиницы.Читать оригинал: http://www.vokrug.tv/product/show/Serial_Gostinitsa_Rossiya/",16+,7.3,2 960 оценок,['мелодрама'],['Сергей Сенцов']
Dомашний,"['05:16', '05:41', '06:05', '11:30', '12:05', '00:45', '01:15']",Порча,2019 — по н.в.,"Главная героиня проекта «Порча» — загадочная женщина Тамара, которая обладает сверхъестественными способностями. Каждый день она принимает в своей квартире отчаявшихся людей, которых преследуют неудачи, — на работе, в отношениях, в семейной жизни. Тамара видит всех своих посетителей насквозь, но помогает тем, кому считает нужным. Она снимает с людей порчу, попутно рассказывая им, как это могло произойти, что с этим делать и как жить дальше. Женщина сообщает о возможных вариантах развития событий и дает полезные советы, но следовать им или нет, — клиенты решают сами. Все истории, рассказанные в сериале, взяты из реальной практики Тамары.",16+,3.7,93 оценки,['драма'],['Антон Нефедов']
Dомашний,['06:30'],По делам несовершеннолетних,2011 — по н.в.,"«По делам несовершеннолетних» — судебное реалити-шоу. Телекомпания «Право-ТВ» и уполномоченный при президенте РФ по правам ребенка адвокат Павел Астахов рассказывают о том, что может привести ваше чадо на скамью подсудимых. В роли судьи в программе выступает адвокат Виктория Данильченко, также здесь принимают участие обвинитель, подсудимый, судебные приставы, свидетели сторон, потерпевший, представители несовершеннолетних граждан. После рассмотрения дел и вынесения приговора, который в большинстве случаев является обвинительным, судья разъясняет телезрителям суть преступления не только с правовой, но и с моральной стороны.",16+,7.7,128 оценок,['реалити-шоу'],"['Павел Астахов', 'Виктория Данильченко']"
Dомашний,"['07:00', '04:40']",Давай разведемся!,2014 — по н.в.,"«Давай разведемся» — это 80 жизненных историй, взятых из жизни. В режиме реального времени суд разбирает семейные дела и решает, на чьей стороне объективная правда. Ведущая проекта — судья в отставке Елена Лестуха.",16+,5.9,146 оценок,['реалити-шоу'],"['Елена Лестуха', 'Екатерина Романова']"
Dомашний,"['08:00', '09:07', '03:00', '03:50']",Тест на отцовство,2017 — 2019 (Телешоу закончилось),"В студии телепрограммы решаются семейные проблемы, которые возникли у обычных людей — измены, установление отцовства, предполагаемая подмена ребенка в роддоме. Ведущая телешоу «Тест на отцовство», профессиональный юрист, поможет разобраться во взаимоотношениях близких людей и восстановить справедливость. В ходе судебного заседания рассматриваются все доказательства, опрашиваются свидетели и адвокаты обеих сторон.",16+,8.0,88 оценок,['реалити-шоу'],['Екатерина Торкунова']
Dомашний,"['10:15', '10:52', '23:30', '00:07']",Понять. Простить,2006 — по н.в.,"Программа «Понять. Простить» рассказывает о сложных ситуациях, в которых оказываются простые люди: конфликты в семье и на работе, проблемы во взаимоотношениях поколений, кризис среднего возраста. Истории из настоящей жизни, которые происходят с реальными людьми.Герой или героиня программы приходит в кабинет к практикующим психологам и рассказывает свою историю. За кадром в сжатом виде раскрывается суть проблемы, затем подробности. Человека снимают дома, на работе, в том месте, где происходит конфликт, с представлением всех действующих лиц. Это не один прием-разговор, а много встреч, много разговоров, конкретная проблема и ее решение. Получается реконструкция истории лечения пациента, сжатая до одного выпуска программы.",16+,5.5,290 оценок,['документальное'],"['Борис Егоров', 'Галина Тимошенко']"
Россия 24,['05:10'],Воскресный вечер с Владимиром Соловьевым,2012 — по н.в.,"Социально-политическая передача известного российского журналиста Владимира Соловьева — это авторское ток-шоу, в котором ведущий поднимает самые острые и злободневные проблемы сегодняшней России. Основную часть передачи составляет диалог Владимира Соловьева с приглашенным гостем — экспертом в той или иной области.
Диапазон тем для обсуждения в ток-шоу весьма широк: от политики до спорта. В студии нередко появляются известные музыканты, политики, социологи, спортсмены.",16+,6.5,2 333 оценки,['ток-шоу'],['Владимир Соловьев']
Пятница!,"['10:00', '10:40', '11:40', '12:30', '13:10', '14:00', '03:40']",Черный список,2019 — по н.в.,"Ведущий с помощью скрытых камер проверяет качество различных сервисов и услуг в трех категориях — эконом, средние и элитные. В каждом выпуске инспектируется работа профессионалов из разных сфер — нянь, сотрудников клининговых компаний, сантехников, аниматоров и так далее. Качественно предоставленные услуги оплачиваются в двойном размере, а компании, плохо выполнившие свою работу, заносятся в потребительский «черный список». В процессе проверок ведущий шоу дает множество полезных советов, которые помогут избежать негативного опыта.
Каждый сезон шоу «Черный список» выходит с новым ведущим. В их числе были Алексей Земсков, Ренат Агзамов, Дмитрий Масленников и Дмитрий Губерниев.",16+,7.5,75 оценок,['развлекательное'],"['Алексей Земсков', 'Ренат Агзамов', 'Дмитрий Масленников', 'Дмитрий Губерниев']"
Пятница!,"['15:00', '16:00', '16:50', '17:50']",Черный список. На кухне,2019 — по н.в.,"Ведущий с помощью скрытых камер проверяет качество различных сервисов и услуг в трех категориях — эконом, средние и элитные. В каждом выпуске инспектируется работа профессионалов из разных сфер — нянь, сотрудников клининговых компаний, сантехников, аниматоров и так далее. Качественно предоставленные услуги оплачиваются в двойном размере, а компании, плохо выполнившие свою работу, заносятся в потребительский «черный список». В процессе проверок ведущий шоу дает множество полезных советов, которые помогут избежать негативного опыта.
Каждый сезон шоу «Черный список» выходит с новым ведущим. В их числе были Алексей Земсков, Ренат Агзамов, Дмитрий Масленников и Дмитрий Губерниев.",16+,7.5,75 оценок,['развлекательное'],"['Алексей Земсков', 'Ренат Агзамов', 'Дмитрий Масленников', 'Дмитрий Губерниев']"
Пятница!,['00:10'],Москва - Кассиопея,1973,"Виктор Середа, школьный авторитет во всем, что касается точных наук, рассказывает о своем проекте полета к созвездию Кассиопеи на космическом корабле «Заря». Собственно, ничего бы не произошло, если бы вдруг не появилась некая загадочная личность, представившая себя как И.О.О., что означает исполняющий особые обязанности. Как выяснилось, из детей не старше 14 лет набирается команда для полёта в космосе. Почему дети должны быть младше 14 лет? Да потому, что полёт туда и обратно для детей займёт больше пятидесяти лет, а на Земле и то пройдут столетия. И всё бы шло по плану, если бы на корабле не оказался седьмой участник — тайком пробравшийся туда хулиган Федя Лобанов, создатель суперклея.",6+,7.6,3 122 оценки,['комедия'],['Ричард Викторов']
ТВ-3,['08:00'],Леди Баг и Супер-кот,2015 — по н.в.,"Маринетт всего 15 лет, она ходит в школу вместе со своими сверстниками. Но по ночам девочка превращается в Леди Баг, супергероиню со сверхъестественными способностями. Вместе с ней на улицы ночного Парижа выходит Супер-Кот, а по совместительству одноклассник Маринетт Дюпейн-Чен, Адриан Агрест. Супергерои скрывают лица под масками, их цель — победить Хаука Мота, который порабощает обычных жителей города, превращая их в злодеев...
Мультипликационный сериал «Леди Баг и Супер-Кот» снят по мотивам серии комиксов.",6+,6.8,25 124 оценки,['комедия'],"['Томас Астрюк', 'Марк Экланд', 'Джеф Астолфо', 'Риккардо Дюранте']"
ТВ-3,"['15:15', '15:45', '16:20']",Слепая,2014 — 2019 (Сериал закончился),"Прабабка ее матери была травницей — помогала бесплодным, лечила больных животных. У другой ее прабабки еще в детстве из-за сильного сколиоза вырос горб, а после этого открылся дар целительства. Саму героиню сериала «Слепая» Нину сравнивают с Вангой. Она тоже незрячей не родилась: в первом классе мальчишка попал ей в глаза обледенелым куском угля. Зрение начало стремительно падать, лекарства не помогали, врачи ничем не могли помочь. Когда она практически ослепла, она увидела людей, но по-другому. Сама она называет это словом «чуять».
Она не любит говорить о себе или о том, кто и зачем к ней обращается. Живет уединенно, в глуши, но всех, кто приходит, — принимает. Она видит, когда у человека что-то не так. Видит его судьбу.",16+,5.5,1 085 оценок,['драма'],['Елена Митюкова']
ТВ-3,"['19:15', '20:15', '21:15', '22:25']",Пасечник,2013 — 2016 (Сериал закончился),"Глеб Збруев был одним из самых успешных следователей МУРа, пока однажды во время спецоперации его не ранили. Врачи не смогли извлечь шальную пулю, и она осталась внутри, прямо под сердцем, превратившись в бомбу замедленного действия, способную «рвануть» в любой момент.
Из органов «опасного» сотрудника попросили уволиться: начальству не нужен следователь, которому приходится следить за собственным пульсом.
Жена бросила оперативника несколько лет назад, город без любимой работы стал ему чуждым. Тогда-то Збруев и решил сбежать из опостылевшей Москвы в деревню, к своему деду Макарычу. Там он наконец-то обрел спокойствие, нашел место, где можно начать все с начала. Там когда-то крутой столичный следователь стал обыкновенным пасечником.
Так бы и текла незатейливая жизнь Глеба, если бы однажды поселок не потрясла серия загадочных убийств. Все силы местной полиции были брошены на поимку маньяка, однако все тщетно. Сможет ли Глеб вернуться в строй, отыскать преступника и показать оперативникам, что настоящие следователи бывшими не бывают?",16+,6.3,481 оценка,['криминал'],['Сергей Быстрицкий']
ТВ-3,['00:30'],Патхан. Схватка со смертью,2023,"Патхан — полевой оперативник индийской службы внешней разведки RAW, который должен внедриться в преступную организацию, занимающуюся контрабандой наркотиков по всему миру. У Патхана есть и личные мотивы, чтобы уничтожить главаря этой банды, ведь именно этот злодей когда-то убил его отца.
«Патхан: Схватка со смертью» — один из самых кассовых индийских экшен-фильмов в истории.",12+,6.1,39 оценок,['драма'],['Сиддхарт Ананд']
ТВ-3,['04:00'],Рикошет,2020 — 2022 (Сериал закончился),"20 лет назад Денис отошел от криминальных дел, его даже официально «похоронили». Но после смерти родителей ему приходится вернуться в родной Анинск — с новым именем, лицом и документами, — чтобы взять на себя заботу о сестре. По прибытии он обнаруживает, что до боли знакомые места охвачены огнем криминальных разборок. Денис становится таинственным борцом с преступностью, тщательно скрывающим свою личность.",16+,6.9,547 оценок,['драма'],"['Денис Карышев', 'Вячеслав Кириллов']"
Карусель,['06:05'],Царевны,2018 — по н.в.,"Главные героини мультсериала — пять необычных подружек: Василиса Царевна-Лягушка, Царевна Варвара-Краса Длинная Коса, Спящая Царевна Соня, Дарья Царевна-Несмеяна и Царевна Елена Прекрасная. Все они обладают магическими способностями, но пока не умеют их использовать. Чтобы научиться творить чудеса, девочки отправляются на остров Дивногорье и поступают в школу волшебства великого мага Кощея Бессмертного.",0+,6.0,88 оценок,['для детей'],"['Елена Галдобина', 'Константин Бронзит']"
Карусель,['07:45'],Лунтик и его друзья,2006 — 2021 (Сериал закончился),"Мультипликационный сериал о приключениях Лунтика, удивительного пушистого существа, родившегося на Луне и свалившегося с нее на Землю. На Земле малыш повстречает новых друзей, от которых узнает много нового и интересного. Лунтик будет открывать для себя мир, познакомится с такими важнейшими понятиями как дружба, счастье, верность, взаимопомощь. Обаятельный пришелец вместе с земными друзьями переживет много забавных и радостных моментов. В каждой серии разворачивается отдельная законченная история, которая обучает и развивает детей дошкольного возраста.",0+,6.3,9 800 оценок,['комедия'],"['Дарина Шмидт', 'Екатерина Салабай', 'Екатерина Шрага']"
Карусель,['08:55'],Робокар Поли и его друзья,2011 (Сериал закончился),"В центре событий мультсериала — захватывающие приключения команды спасателей-робокаров Поли, Эмбер, Роя и Хели в городе Брум. Бесстрашные стражи порядка спешат на помощь всем тем, кто попал в затруднительное положение на дороге. Они учат малышей не только правилам дорожного движения, но и рассказывают, как нужно себя вести в школьном автобусе, как важно пользоваться ремнями безопасности, с какими опасностями можно столкнуться на парковке, а также принимают экзамены по вождению на велосипеде. В конце каждого эпизода мультсериала «Робокар Поли. Правила дорожного движения» малыши участвуют в веселой викторине, победитель которой получает кубок.",0+,6.0,129 оценок,['для детей'],['Ем Джун Янг']
Карусель,['09:30'],Смешарики,2004 — по н.в.,"«Смешарики» — это уникальный анимационный проект, сериал, состоящий из короткометражных мультфильмов, объединенных главными героями, — славными зверушками-шариками. У каждого из них свой характер, история и секреты. Сериал предназначен для самых маленьких зрителей, но будет интересен и взрослым: комические ситуации и добрый юмор никого не оставит равнодушным. «Смешарики» созданы в рамках образовательного проекта «Мир без насилия» при поддержке Министерства культуры РФ.",0+,7.5,6 690 оценок,['для детей'],"['Денис Чернов', 'Илья Максимов', 'Джангир Сулейманов']"
Карусель,['14:45'],Барбоскины,2011 — по н.в.,"Барбоскины — это большое собачье семейство, которое живет совсем как люди. Папа занят работой и карьерой и не расстается с ноутбуком и телефоном. Мама — домохозяйка, но мечтает стать актрисой. Щенята делают то же самое, что и дети их возраста. Дружок — старший в семье, любит играть в футбол, Роза — красотка-блондинка, увлекается модой, Гена — застенчивый ботаник, мечтающий о Нобелевской премии, Лиза — зануда-сладкоежка и Малыш — маленький проказник. Кстати, все собачки в семье разных пород, может, именно поэтому каждый день у Барбоскиных происходит что-нибудь невероятное.",0+,6.8,9 977 оценок,['для детей'],"['Екатерина Салабай', 'Елена Галдобина']"
Карусель,['19:05'],Ми-Ми-Мишки,2015 — 2021 (Сериал закончился),"Бурый медвежонок Кеша обожает все, что связано с современными технологиями, а его лучший друг — белый мишка по имени Тучка — считает, что самое главное — это забота об окружающей среде. Несмотря на то что они на первый взгляд абсолютно разные, сообща герои сериала «Ми-ми-мишки» находят выход из любой ситуации. В каждом эпизоде мультсериала друзей ждут веселые и увлекательные приключения. Им предстоит узнать много нового и интересного, научиться уважать различные взгляды, заботиться о природе и помогать друг другу.",0+,6.7,15 186 оценок,['комедия'],"['Алексей Миронов', 'Артур Толстобров', 'Вера Мякишева']"
Карусель,['21:00'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Карусель,['23:15'],Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
Карусель,['03:20'],"Котики, вперед!",2012 — 2019 (Сериал закончился),"Котя и Катя — два маленьких котенка, брат и сестра. Котя — умный и рассудительный, а Катя — милая непоседа. Они обожают чудеса и приключения, а познавать мир им помогает необычная коробка с игрушками, в которой есть все на свете. Любознательные герои отправляются в удивительные и поучительные путешествия, благодаря которым они научатся делать самостоятельный выбор, отличать добро от зла, дружить и делиться, говорить спасибо, вовремя ложиться спать и многому другому.
Над мультсериалом «Котики, вперед!» работала международная команда, которая подарила миру такие детские проекты, как «Улица Сезам» и «Куми-Куми».",0+,6.3,409 оценок,['приключения'],['Владимир Пономарев']
Звезда,['05:25'],Взрыв на рассвете,2005,"Действие фильма разворачивается в наши дни. Молодые десантники проходят плановые учения, когда на их пути оказывается минное поле, оставшееся еще со времен Великой Отечественной войны. Учения перерастают в военную тревогу. Чтобы разминировать поле, и освободить попавших в ловушку солдат, командование посылает вертолет за старшиной Сербой, который в далеком 1943 году был участником тех событий. Только он знает, что здесь случилось и как можно безопасно разминировать огромную территорию. «Неслужебное задание 2: Взрыв на рассвете» — сиквел одноименного военного фильма 2004 года.",16+,7.4,116 оценок,['драма'],"['Иван Криворучко (мл.)', 'Виталий Воробьев']"
Звезда,['11:00'],Государственная граница. Фильм 7. Соленый ветер,1980 — 1988 (Сериал закончился),"Военно-исторический сериал «Государственная граница» состоит из восьми фильмов, в которых идет речь об охране государственных границ в разные годы. Фильм первый переносит нас в 1917 год, когда только приняли декрет об организации погранслужбы. Идет речь о противоборстве между пограничниками и бандитами, пытающимися перевозить через границу разного рода ценные вещи. События второго фильма происходят летом 21-го года на советско-польской границе, когда защитникам границы приходится столкнуться с набегами банд белополяков. Фильм третий расскажет о том, как была организована охрана границ на Дальнем Востоке и затронет 1929 год. Четвертый фильм повествует о событиях 30-х годов, когда пограничники вынуждены были вступить в противоборство с басмачами на границах Средней Азии. В первые дни войны вся тяжесть сражений пришлась на долю именно погранвойск — об этом фильм пятый.",12+,8.1,8 356 оценок,['исторический'],"['Борис Степанов', 'Вячеслав Никифоров', 'Геннадий Иванов']"
Звезда,"['13:50', '14:37', '15:25', '16:12', '17:05', '17:18', '17:32', '17:46', '03:40', '04:27']",Диверсанты,2012 (Сериал закончился),"Диверсанты — это разведчики, выполнявшие конкретные и реальные задания в тылу противника. Зрители узнают о судьбах этих героев и об исторических обстоятельствах, которые сопутствуют действию сериала. В этом проекте с помощью кадров уникальной кинохроники реконструированы события ушедшей эпохи. Довоенные биографии героев, подготовка разведчиков, приготовление и разработка операций, перемещения диверсионных групп, а также необходимые справочные пояснения ко всем событиям, — обо всем этом говорится в документальном сериале «Диверсанты».",16+,8.0,4 326 оценок,['драма'],['Олег Бобало-Яремчук']
Звезда,"['23:15', '00:30', '01:45']",ТАСС уполномочен заявить,1984 (Сериал закончился),"Политический детектив о деятельности советской контрразведки по мотивам повести Юлиана Семёнова. КГБ становится известно, что в Москве работает агент ЦРУ под кодовым именем Трианон, который добывает для американцев сведения, связанные с положением в вымышленной африканской стране Нагония, граничащей с вымышленным Тразиландом. В поисках шпиона КГБ выходит на научного сотрудника института экономики Ольгу Винтер. Подозрение сотрудников КГБ падает на её мужа Зотова, от которого Ольга ушла к Сергею Дубову. Зотов — инженер-корабел, контролирующий поставки из СССР в Нагонию. В Африку вылетает сотрудник КГБ Славин, который должен разобраться в ситуации. Десятисерийный фильм «ТАСС уполномочен заявить…» снят в 1984 году.",12+,7.7,5 542 оценки,['приключения'],['Владимир Фокин']
Че,['05:10'],Утилизатор,2015 — по н.в.,"Участниками телепрограммы могут стать владельцы старых автомобилей. Ведущий телешоу «Утилизатор», автомеханик с большим опытом, сразу определяет истинную стоимость ржавого «железного коня». Для того чтобы получить существенную сумму денег, автовладельцу нужно правильно ответить на вопросы викторины. Десять верных ответов приносят дополнительные 50 000 руб. Выигранный капитал можно истратить на тюнинг своего автомобиля или же на утилизацию. Уничтожение старого автохлама происходит очень зрелищными способами.",16+,5.9,203 оценки,['реалити-шоу'],['Юрий Сидоренко']
Че,"['07:35', '08:05', '08:35', '09:05', '09:35', '10:00', '10:30', '11:00', '11:30']",Дорожные войны,2010 — по н.в.,"Документальный проект «Дорожные войны» рассказывает о работе сотрудников ГИБДД. Программа основана на материале, снятом видеорегистраторами патрульных машин, уличными камерами наблюдения и случайными очевидцами. Также присутствуют и собственные репортажи от съемочной группы канала «Перец», выезжающей на дежурство вместе с экипажами ГИБДД. Сюжеты получаются разные: от смешных до трагических, от поучительных до просто вызывающих недоумение.",16+,6.4,202 оценки,['документальное'],[]
