Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Пятница!,"['10:40', '12:50', '14:50', '17:00', '19:00', '21:10']",Битва шефов,2020 — по н.в.,"Шеф-повара Константин Ивлев и Ренат Агзамов проводят кастинг среди кулинаров-любителей. Из десятков конкурсантов — совершенно обычных и не знакомых друг с другом людей разных профессий — они выбирают к себе в команды по шесть самых одаренных. Затем шефы и их подопечные вступают в противостояние. Вместе они готовят самые разные блюда и параллельно делятся друг с другом секретами мастерства. В каждом выпуске шоу покидает один самый слабый кулинар. Побеждает тот шеф, в команде которого окажется человек, выигравший финальный поединок.",16+,7.7,222 оценки,['кулинарное'],"['Константин Ивлев', 'Ренат Агзамов']"
Пятница!,['01:20'],13-й район,2004,"В 2010 году гетто-пригороды Парижа стали опасными для остального общества и отгорожены от остального города стеной. В закрытой зоне царит беспредел и преступность, процветает наркоторговля, и даже дети не выходят из дома без оружия. Словом, район не из лучших… Главарь одной из местных банд захватывает нейтронную бомбу. На ее обезвреживание отправляют офицера спецназа Дамьена. Он привык к опасным приключениям, но в труднопроходимом и неприветливом 13-м районе ему нужен проводник. На эту роль мужчина приглашает отчаянного юношу Лейто, ловкого паркурщика, который мечтает свести счеты с тем же главарем, похитившем его сестру.",16+,7.6,1 441 оценка,['триллер'],['Пьер Морель']
Пятница!,['03:40'],Черный список,2019 — по н.в.,"Ведущий с помощью скрытых камер проверяет качество различных сервисов и услуг в трех категориях — эконом, средние и элитные. В каждом выпуске инспектируется работа профессионалов из разных сфер — нянь, сотрудников клининговых компаний, сантехников, аниматоров и так далее. Качественно предоставленные услуги оплачиваются в двойном размере, а компании, плохо выполнившие свою работу, заносятся в потребительский «черный список». В процессе проверок ведущий шоу дает множество полезных советов, которые помогут избежать негативного опыта.
Каждый сезон шоу «Черный список» выходит с новым ведущим. В их числе были Алексей Земсков, Ренат Агзамов, Дмитрий Масленников и Дмитрий Губерниев.",16+,7.5,75 оценок,['развлекательное'],"['Алексей Земсков', 'Ренат Агзамов', 'Дмитрий Масленников', 'Дмитрий Губерниев']"
ТВ-3,"['08:40', '09:15', '09:45', '10:15', '10:45']",Леди Баг и Супер-кот,2015 — по н.в.,"Маринетт всего 15 лет, она ходит в школу вместе со своими сверстниками. Но по ночам девочка превращается в Леди Баг, супергероиню со сверхъестественными способностями. Вместе с ней на улицы ночного Парижа выходит Супер-Кот, а по совместительству одноклассник Маринетт Дюпейн-Чен, Адриан Агрест. Супергерои скрывают лица под масками, их цель — победить Хаука Мота, который порабощает обычных жителей города, превращая их в злодеев...
Мультипликационный сериал «Леди Баг и Супер-Кот» снят по мотивам серии комиксов.",6+,6.8,25 124 оценки,['комедия'],"['Томас Астрюк', 'Марк Экланд', 'Джеф Астолфо', 'Риккардо Дюранте']"
ТВ-3,['11:15'],В изгнании,2014,"Китай, X век нашей эры. За императорский трон идет междоусобная война. Молодой наследник императора вынужден спасаться бегством из родного дома, поскольку его старший брат задумал избавиться от конкурентов на трон, убив брата и их младшую сестру. Младший принц хочет добраться до генерала китайской армии, у которого попросить защиты и помощи, но ему нужны сопровождающие, чтобы добраться до своего спасителя живым и невредимым. Он нанимает бывшего тамплиера Джекоба, который прибыл в Китай, чтобы здесь забыть обо всех злодеяниях, которые он совершал во время военных походов. «В изгнании» — приключенческий боевик с Николасом Кейджем и Хейденом Кристенсеном в главных ролях.",16+,6.1,204 оценки,['боевик'],['Ник Пауэлл']
ТВ-3,"['13:00', '15:10']",Бюро человечества,2017,"В отдаленном будущем американское правительство утвердило антигуманную секретную программу. Согласно ей бедных, необразованных и неугодных стране людей сначала высылают в колонию, а затем уничтожают. Одно из таких дел попадает в руки главного героя — агента Бюро человечества. Проникшись симпатией к одинокой матери и ее сыну, которые попадают «под списание», он решает помочь им бежать.
«Бюро человечества» — антиутопический фильм-триллер с Николасом Кейджем в главной роли.",16+,4.9,68 оценок,['боевик'],['Роб В. Кинг']
ТВ-3,['15:15'],Скайлайн,2010,"Очередная киноистория о нападении злобных пришельцев на беззащитных землян. Однажды утром жители Лос-Анджелеса обнаружили, что в городе отключены все коммуникации, а по улицам передвигается столп яркого света, который массово затягивает в себя людей. В квартире многоэтажки засели те немногие, кто выжил, и теперь они отчаянно пытаются спастись бегством. Однако здание окружено, и даже военные терпят поражение в неравных боях с монстрами, которые обладают способностью самовосстановления. А все, что инопланетянам нужно от землян — это их мозги...",16+,5.2,1 393 оценки,['триллер'],"['Колин Штраус', 'Грег Штраус']"
ТВ-3,"['17:00', '18:10']",Риддик,2013,"Преданный своими и брошенный умирать на пустынной планете, Риддик сражается с хищниками за жизнь и становится сильнее и опаснее себя прежнего. Открывшие на него охоту галактические наемники оказываются пешками в грандиозном плане отмщения. С врагами, возникающими на его пути тогда, когда это нужно самому Риддику, он начинает поход во имя мести, чтобы в конечном счете вернуться на родную Фурию и спасти ее от уничтожения.",16+,7.5,18 763 оценки,['триллер'],['Дэвид Туи']
ТВ-3,"['20:00', '22:25']",Луна,2023,"2029 год. В ходе южнокорейской миссии по исследованию Луны экипаж космического корабля терпит крушение. В живых остается лишь один астронавт Хван Сон У, который попадает на обратную сторону спутника Земли. Пока глава космического центра Ким Джэ Гук ищет способ, как спасти астронавта, а весь мир, затаив дыхание, следит за развитием события, Хван Сон У оказывается один на один с бескрайним космосом под непрекращающимся метеоритным дождем.
«Луна» — южнокорейский фантастический блокбастер о выживании в космосе.",12+,6.7,301 оценка,['драма'],['Ким Ён Хва']
ТВ-3,['23:00'],Мой создатель,2020,"2046 год. Джордж Элмор работает над искусственным интеллектом, максимально приближенным к человеку. Его последняя модель почти готова — осталась чувственная фаза, сама рискованная. Создатель преследует свою цель, о которой никто не должен узнать, — он хочет вновь быть со своей умершей женой.",16+,6.6,389 оценок,['драма'],['Гэвин Ротери']
ТВ-3,['01:00'],Восстание,2017,"Американский спецназовец находился в Африке, когда случилось страшное: Землю атаковали высокотехнологичные пришельцы. Столкнувшись с инопланетными захватчиками, герой потерял сознание и очнулся запертым в заброшенном полицейском участке. Он понял, что лишился еще и памяти. В соседней камере была заперта врач местной больницы Надя. Огромные наэлектризованные инопланетные роботы-убийцы — не самое страшное, с чем придется столкнуться двум белым людям в Африке.",18+,5.3,58 оценок,['боевик'],['Джо Миэйл']
ТВ-3,['02:30'],"Эксперимент ""Офис""",2016,"80 сотрудников международной корпорации заблокированы в многоэтажном офисном здании. По внутренней связи компании неизвестный голос призывает их участвовать в смертельной игре на выживание. Они должны будут выполнить ряд изощренных заданий, первое из которых — убить коллег, вызывающих наибольшее раздражение. Иначе устроители эксперимента пустят в расход всех. Игра началась!",18+,6.3,543 оценки,['триллер'],['Грег МакЛин']
Карусель,['05:00'],Смешарики,2004 — по н.в.,"«Смешарики» — это уникальный анимационный проект, сериал, состоящий из короткометражных мультфильмов, объединенных главными героями, — славными зверушками-шариками. У каждого из них свой характер, история и секреты. Сериал предназначен для самых маленьких зрителей, но будет интересен и взрослым: комические ситуации и добрый юмор никого не оставит равнодушным. «Смешарики» созданы в рамках образовательного проекта «Мир без насилия» при поддержке Министерства культуры РФ.",0+,7.5,6 690 оценок,['для детей'],"['Денис Чернов', 'Илья Максимов', 'Джангир Сулейманов']"
Карусель,['06:00'],Лунтик и его друзья,2006 — 2021 (Сериал закончился),"Мультипликационный сериал о приключениях Лунтика, удивительного пушистого существа, родившегося на Луне и свалившегося с нее на Землю. На Земле малыш повстречает новых друзей, от которых узнает много нового и интересного. Лунтик будет открывать для себя мир, познакомится с такими важнейшими понятиями как дружба, счастье, верность, взаимопомощь. Обаятельный пришелец вместе с земными друзьями переживет много забавных и радостных моментов. В каждой серии разворачивается отдельная законченная история, которая обучает и развивает детей дошкольного возраста.",0+,6.3,9 800 оценок,['комедия'],"['Дарина Шмидт', 'Екатерина Салабай', 'Екатерина Шрага']"
Карусель,['09:25'],Смешарики. Новые приключения,2012 — 2013 (Сериал закончился),"Крош, Ежик, Бараш, Нюша и другие жизнерадостные круглые друзья продолжают веселиться, путешествовать и познавать мир, постоянно попадая в разнообразные нелепые и смешные ситуации. В мультсериале «Смешарики. Новые приключения» старые знакомые предстают в новом трехмерном формате.",0+,7.2,3 565 оценок,['приключения'],"['Константин Бирюков', 'Илья Максимов', 'Михаил Мещанинов']"
Карусель,['13:30'],Винни-Пух,1969,"Забавный плюшевый медвежонок по имени Винни-Пух набредает на необычное жужжащее дерево. Несмотря на то, что «в голове его опилки», Винни быстро догадывается, что там живут пчелы. Но это также значит, что у пчел есть мед — любимое лакомство любого медведя. Чтобы добыть его, но при этом не разозлить пчелиный рой, Пух и его друг-поросенок Пятачок пытаются придумать хитроумные способы подобраться к улью незамеченными.

Анимационный фильм «Винни-Пух» — это советская мультипликационная экранизация одноименной сказки писателя Алана Александра Милна. Мультфильм 1969 года имеет продолжения: «Винни-Пух идет в гости» (1971) и «Винни-Пух и день забот» (1972). Главного героя в этом мультфильме гениально озвучил советский актер Евгений Леонов.",0+,8.6,9 012 оценок,['детский'],['Федор Хитрук']
Карусель,['13:40'],Винни-Пух идет в гости,1971,"Продолжение приключений плюшевого медвежонка Винни-Пуха и его друга Пятачка. На этот раз друзья решили с утра пораньше сходить в гости. На пути им попадается дом Кролика. Просидев у тактичного Кролика весь день и съев все его запасы меда и прочего сладкого, гости собрались уходить. И если маленькому Пяточку удалось без труда покинуть гостеприимное жилище хозяина, то у Винни-Пуха возникли серьезные проблемы.",0+,8.5,3 779 оценок,['короткометражный'],['Федор Хитрук']
Карусель,['14:20'],Котенок с улицы Лизюкова,1988,"В городе Воронеже на улице Лизюкова жил котенок, которому приходилось постоянно убегать от злой собаки. В очередной раз забравшись на дерево, котенок пожелал стать любым другим зверем, лишь бы не котенком. Ведь маленького котенка любой может обидеть. Сидевшая рядом ворона исполнила желание кота, и тот превратился в африканского бегемота. Но ведь даже у больших и сильных животных есть свои обидчики в мире природы. Котенок с улицы Лизюкова понял, что лучше всего на свете оставаться самим собой.",6+,7.8,644 оценки,['мультфильмы'],['Вячеслав Котеночкин']
Карусель,['21:00'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Карусель,['21:20'],Царевны,2018 — по н.в.,"Главные героини мультсериала — пять необычных подружек: Василиса Царевна-Лягушка, Царевна Варвара-Краса Длинная Коса, Спящая Царевна Соня, Дарья Царевна-Несмеяна и Царевна Елена Прекрасная. Все они обладают магическими способностями, но пока не умеют их использовать. Чтобы научиться творить чудеса, девочки отправляются на остров Дивногорье и поступают в школу волшебства великого мага Кощея Бессмертного.",0+,6.0,88 оценок,['для детей'],"['Елена Галдобина', 'Константин Бронзит']"
Карусель,['22:30'],Инфинити Надо,2012 (Сериал закончился),"Мультсериал рассказывает о фантастической игре Надо, в которой бойцы устанавливают связь с волшебными волчками и получают сверхъестественную силу для борьбы со злом. Джин, Дон, Дэвис и Сесилия — непревзойденные мастера Надо. Чтобы пробудить свои волчки, они вкладывают в каждый бой все душевные силы. Работая в одной команде, защищая и дополняя друг друга, главные герои представляют различные стихии в войне со злодеями, которые хотят уничтожить Землю.",6+,6.7,73 оценки,['фантастика'],[]
Карусель,"['23:35', '00:10']",Буба,2014 — по н.в.,"Домовенок по имени Буба живет в самой обычной квартире. Милый проказник больше всего на свете обожает исследовать окружающий мир, отчего регулярно попадает в переделки, причем размер разрушений от чрезмерного любопытства Бубы порой достигает катастрофических масштабов. Однажды, решив найти что-нибудь вкусненькое в хозяйском холодильнике, он устроил пожар, а попытка разобраться с сантехникой закончилась тем, что в дом проник настоящий крокодил. В общем, с героем мультсериала «Буба» скучать не приходится.",0+,6.8,6 055 оценок,['комедия'],"['Леонид Рахманин', 'Сергей Горобец']"
Карусель,['00:40'],Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
Карусель,['02:05'],Бумажки,2015 — 2016 (Сериал закончился),"«Бумажки» — детский мультсериал, призванный не только развлечь малышей, но и принести ребятам пользу. Герои мультфильма, бумажный лось Аристотель и дятел Тюк-Тюк, в каждой серии расследуют запутанную детективную историю, подобно Шерлоку Холмсу и доктору Ватсону. В конце каждого выпуска ребятам и их родителям предлагается вместе смастерить кого-либо из бумажных персонажей. Изготовление таких поделок развивает мелкую моторику и фантазию малышей, а разгадывание замысловатых сюжетов — логическое мышление.",0+,6.8,592 оценки,['для детей'],['Алексей Миронов']
Карусель,"['03:35', '03:50', '04:10']",Малышарики,2015 — по н.в.,"Очаровательные малышарики Крошик, Ежик, Нюшенька, Барашик и Пандочка живут в самой обычной квартире, которая кажется крохам огромным миром. Здесь реальность пересекается с фантазией, и можно найти даже море посреди письменного стола. Больше всего на свете любопытные непоседы обожают веселые игры, в процессе которых совершают невероятные открытия и познают окружающий мир.
Развивающий мультсериал «Малышарики» в легкой игровой форме помогает маленьким зрителям развить воображение и творческие способности.",0+,7.2,278 оценок,['приключения'],"['Марина Мошкова', 'Катерина Савчук', 'Татьяна Мошкова']"
Звезда,['06:10'],Неподдающиеся,1959,"Заводские ребята страдают от двух друзей — Анатолия Грачкина (Юрий Белов) и Виктора Громобоева (Алексей Кожевников) — из-за которых показатели всей молодежной бригады постоянно падают. Но когда их твердо решают уволить, на собрании комсомольцев за ребят вступается Надя Берестова (Надежда Румянцева). Она берет обоих на поруки и постепенно все больше втягивается в дело перевоспитания двух хулиганов. Фильм «Неподдающиеся» — советская комедия о дружбе, взаимопомощи и любви.
«Неподдающиеся» — советская комедия Юрия Чулюкина с Надеждой Румянцевой в главной роли.",0+,7.7,3 051 оценка,['комедия'],['Юрий Чулюкин']
Звезда,"['07:35', '09:15']",Испытательный срок,1960,"Действие фильма разворачивается в двадцатые годы двадцатого века. Два молодых милиционера прибывают на работу в уголовный розыск. Для начала новички должны пройти испытательный срок. Опытный сотрудник уголовного розыска Жур обучает новоприбывших нюансам работы в милиции. По характерам распределяются обязанности — более нерешительному Егорову поручают бумажную работу, а задиристому и активному Зайцеву — оперативную. Первое их дело — самоубийство аптекаря, в ходе расследования которого новички сталкиваются с трудностями.
Киноповесть «Испытательный срок» основана на одноименном произведении Павла Нилина.",0+,7.4,526 оценок,['драма'],['Владимир Герасимов']
Звезда,"['15:25', '16:18', '17:12', '18:06', '19:20', '20:15', '21:10', '22:05']",Щит и меч,1968,"Во время Великой Отечественной войны советский разведчик Александр Белов (Станислав Любшин) внедряется в тыл врага под именем Иоганн Вайс и вот уже несколько лет служит в германском абвере. Окончательно усыпив бдительность и завоевав расположение немецкого военного командования, Белов получает доступ к секретной информации СС. Фильм «Щит и меч» снят по одноименному роману Вадима Кожевникова и состоит из четырех серий: «Без права быть собой», «Приказано выжить…», «Обжалованию не подлежит» и «Последний рубеж».",12+,8.1,4 334 оценки,['драма'],['Владимир Басов']
Звезда,['23:45'],"Путь в ""Сатурн""",1967,"Великая Отечественная война. Советские разведчики внедрились в немецкий шпионский центр «Сатурн», который проводит диверсии на фронтах московского направления. Благодаря тайным агентам Красной армии многие диверсии удается предотвратить.
Военный приключенческий фильм «Путь в Сатурн» — это первая часть трилогии по мотивам документальной повести Василия Ардаматского «Сатурн почти не виден», в которую вошли также картины «Конец “Сатурна”» и «Бой после победы».",16+,7.7,311 оценок,['военный'],['Виллен Азаров']
Звезда,['01:15'],"Конец ""Сатурна""",1967,"К советским разведчикам поступает информация о готовящейся диверсии. Личности немецких шпионов, входящих в разведорган «Сатурн», вычислены, и теперь разведчикам предстоит предотвратить диверсию. Для этого они организовывают радиоигру с противником, в которой разыгрывается передача фальшивых донесений. Немецкие шпионы покупаются на уловку и заходят в тупик. В основу фильма «Конец «Сатурна» легли реальные события, в которых принимал участие советский контрразведчик Григорий Григоренко.",16+,7.6,228 оценок,['военный'],['Виллен Азаров']
Звезда,['02:50'],Бой после победы,1972,"После окончания Второй мировой войны, советский разведчик Сергей Крылов, работавший под кодовым именем Крамер, оказывается в американском плену. Американцы, принявшие Крылова за сотрудника Абвера вместе с майором Гербертом Вильгельмом, включают обоих в новую секретную организацию контрразведчиков. Новая служба призвана создавать диверсионные школы, чья деятельность направлена против СССР. Выяснив данную информацию, Крылов передает ее в советский центр. В ожидании ответа от штаба, Крылов остается в стане врага, в котором разведчику только предстоит новый бой после победы.
«Бой после победы» входит в трилогию о советских разведчиках, включающую также фильмы «Путь в “Сатурн”» и «Конец “Сатурна”».",0+,7.4,415 оценок,['драма'],['Виллен Азаров']
Че,"['05:05', '09:00', '09:30', '10:00', '10:30']",Утилизатор,2015 — по н.в.,"Участниками телепрограммы могут стать владельцы старых автомобилей. Ведущий телешоу «Утилизатор», автомеханик с большим опытом, сразу определяет истинную стоимость ржавого «железного коня». Для того чтобы получить существенную сумму денег, автовладельцу нужно правильно ответить на вопросы викторины. Десять верных ответов приносят дополнительные 50 000 руб. Выигранный капитал можно истратить на тюнинг своего автомобиля или же на утилизацию. Уничтожение старого автохлама происходит очень зрелищными способами.",16+,5.9,203 оценки,['реалити-шоу'],['Юрий Сидоренко']
Че,['11:00'],Солдаты 8,2004 — 2013 (Сериал закончился),"Городской мажор Мишка Медведев и простой паренек из деревни Кузьма Соколов, ранее бывшие земляками, но на длительное время потерявшие связь, попадают в армию — каждый по своей причине. Сначала ребятам приходится туго: их бьют и обижают «старики» — особенно достается Медведеву. Но они быстро адаптировались: Соколов нашел себе друга — прапорщика Шматко, а у Медведева начинается роман с медсестрой Ириной Пылеевой. Но оказывается, что не только Медведев влюблен в медсестру, а еще и заместитель командира части по воспитательной работе майор Колобков.

Комедийный сериал о жизни солдат-срочников и их командиров «Солдаты» вышел на экраны в 2004 году и стал одним из самых успешных проектов телеканала РЕН ТВ. Режиссером выступил Сергей Арланов, автором идеи — Вячеслав Муругов. По вселенной сериала сняли несколько спин-оффов, а прапорщик Шматко в исполнении актера Алексея Маклакова, Соколов в исполнении Ивана Моховикова, сержант Пылеева, сыгранная актрисой Ольгой Фадеевой, и многие другие герои завоевали народную любовь.",18+,7.1,6 863 оценки,['драма'],['Сергей Арланов']
Че,"['12:00', '13:00', '14:00', '15:00', '16:00', '17:00', '18:00']",Солдаты 9,2004 — 2013 (Сериал закончился),"Городской мажор Мишка Медведев и простой паренек из деревни Кузьма Соколов, ранее бывшие земляками, но на длительное время потерявшие связь, попадают в армию — каждый по своей причине. Сначала ребятам приходится туго: их бьют и обижают «старики» — особенно достается Медведеву. Но они быстро адаптировались: Соколов нашел себе друга — прапорщика Шматко, а у Медведева начинается роман с медсестрой Ириной Пылеевой. Но оказывается, что не только Медведев влюблен в медсестру, а еще и заместитель командира части по воспитательной работе майор Колобков.

Комедийный сериал о жизни солдат-срочников и их командиров «Солдаты» вышел на экраны в 2004 году и стал одним из самых успешных проектов телеканала РЕН ТВ. Режиссером выступил Сергей Арланов, автором идеи — Вячеслав Муругов. По вселенной сериала сняли несколько спин-оффов, а прапорщик Шматко в исполнении актера Алексея Маклакова, Соколов в исполнении Ивана Моховикова, сержант Пылеева, сыгранная актрисой Ольгой Фадеевой, и многие другие герои завоевали народную любовь.",18+,7.1,6 863 оценки,['драма'],['Сергей Арланов']
Че,"['19:00', '20:00', '21:00']",Решала,2017 — по н.в.,"Влад Чижов — блогер, который занимается разоблачением аферистов всех мастей. В каждом выпуске проекта «Решала» он моделирует определенные ситуации, которые наглядно показывают, как действуют мошенники, подробно разбирает схемы, которыми они пользуются, и находит способы их обойти. Влад не только рассказывает об опасностях, подстерегающих доверчивых граждан, но и помогает людям добиться справедливости, давая практические советы о том, что делать и куда обращаться, если кто-то посягнул на ваше имущество, деньги и даже жизнь.",16+,6.5,681 оценка,['развлекательное'],['Влад Чижов']
Че,"['22:00', '22:30', '23:00', '23:30']",+100500,2010 — по н.в.,"Ведущий развлекательного шоу Максим Голополосов готовит видеообзоры на самые смешные ролики, найденные на просторах сети. Его комментарии склеиваются вместе с фрагментами видеоролика, благодаря чему достигается комический эффект. В каждом выпуске Максим показывает четыре клипа, сопровождая их высказываниями на грани фола (в шоу много ненормативной лексики). В некоторых эпизодах программы появлялся интерактив со зрителями — в частности, отбирались самые смешные комментарии по поводу видеосюжетов. Все обзоры снимаются на фоне леопардового покрывала.",18+,6.0,1 645 оценок,['развлекательное'],"['Максим Голополосов', 'Никита Джигурда', 'Вадим Демчог', 'Иван Охлобыстин']"
Че,['23:55'],Земное ядро,2003,"На планете происходят странные события, не поддающиеся законам логики. Лишь профессору Джошу Кийзу понятны причины этих явлений — он много лет занимался наблюдением за земным ядром и теперь уверен, что оно остановилось. А это означает скорый конец света. Кийз доносит эту информацию до военных, которые поначалу не воспринимают происходящее всерьез, но когда ситуация усугубляется, начинают действовать. Решено отправить к центру Земли специальный аппарат, с помощью которого можно вновь запустить земное ядро. Для этой чрезвычайно опасной экспедиции собирают специальную команду самых лучших профессионалов, которые называют себя «терранавтами».",12+,6.7,818 оценок,['триллер'],['Джон Эмиел']
Ю,"['05:20', '07:00', '09:00']",Маша и Медведь,2009 — по н.в.,"Маша — озорная маленькая девочка — немного шкодлива и непослушна. Предпочитает носить платки и платья в розовом цвете в любое время года. Живет на железнодорожном полустанке. О родителях ничего не известно — предположительно работают в городе и разрешают Маше играть в лесу. Все лесные звери до ужаса боятся шустрой девочки. Она упряма, настойчива, любознательна и по-детски наивна. Очень любит приключения и постоянно втягивает в них спокойного и живущего размеренной жизнью Медведя.
Медведь — в прошлом успешный цирковой актер, а на данный момент является другом и наставником любопытной девочки Маши. В его уютном лесном доме есть все современные удобства — электричество, телефон, почтовый ящик. Медведь любит рыбачить, разводит пчел, собирает ягоды и грибы, выращивает всё необходимое на собственных 6-и сотках. В доме — множество цирковых наград и афиш: Миша умеет жонглировать, кататься на велосипеде, коньках и роликах. Встреча с Машей не оставила ни следа от его размеренной жизни — Медведь погрузился в бесконечные экстремальные приключения и увлекательные авантюры. Поначалу ему это не нравилось, но со временем он понял, что больше не может жить по-старому — Маша наполнила его жизнь яркими красками! Мультсериал «Маша и Медведь» прекрасно подходит как детям, так и взрослым.",0+,7.5,101 366 оценок,['комедия'],"['Олег Кузовков', 'Олег Ужинов', 'Денис Червяцов']"
Ю,"['21:00', '22:00', '23:00']",Дом-2. Новая жизнь,2004 — по н.в.,"«Дом 2» — российское реалити-шоу, выходящее на телеканале ТНТ с 2004 года и являющееся продолжение другого аналогичного проекта — «Дом». Участники «Дома 2», девушки и молодые люди, пытаются найти и построить на телешоу свою любовь. Параллельно они занимаются строительством дома, который достанется паре участников, доказавшей глубину и искренность своих отношений. Ведущие передачи — Ксения Бородина и — с 30 декабря 2008 года — Ольга Бузова. До 6 июля 2012 года ведущей проекта также являлась Ксения Собчак, по истечении срока действия контракта отказавшаяся сотрудничать с телепроектом. С момента старта реалити-шоу в нем приняло участие более 1000 человек.",18+,1.6,12 489 оценок,['реалити-шоу'],"['Дава (Давид Манукян)', 'Ксения Собчак', 'Ксения Бородина', 'Ольга Бузова', 'Ольга Орлова', 'Елена Темникова', 'Влад Кадони', 'Саша Спилберг']"
Ю,"['00:05', '01:10', '02:00', '02:50']",Измены,2019 — по н.в.,"Героини шоу — женщины, подозревающие своих возлюбленных в неверности. Ведущие программы — психолог, адвокат и хакер — помогают героиням проверить свои догадки. Они организуют слежку, устанавливают скрытые камеры и проверяют выдержку мужчин, подсылая к ним соблазнительных искусительниц. Если факт измены подтверждается, героиня решает, что делать с неверным возлюбленным: простить, наказать или сделать вид, что ничего не было.",16+,3.9,40 оценок,['реалити-шоу'],"['Татьяна Виноградова', 'Ирина Минеева', 'Петр Корнеев']"
2x2,['08:55'],Великолепный Гоша,1981 — 1985 (Сериал закончился),"Великолепный Гоша — обычный человек, который живет мечтами и фантазиями. Из-за этого он постоянно попадает в комичные и невероятные ситуации. Все прекрасные порывы его души обычно заканчиваются катастрофой: Гоша выиграл машину в лотерею, но устроил несколько ДТП; купил земельный участок, но его дом разрушила свинья, а яблоки съели черви; даже вырвать зуб у Гоши нормально не получается, и он привязывает его за ниточку к двери, чтобы вошедший врач решил проблему. Но, несмотря на эти неприятности, он все равно остается оптимистом.",0+,6.8,1 738 оценок,['семейный'],['Анатолий Солин']
2x2,"['09:55', '10:10', '10:25', '10:42', '11:00', '11:15', '11:30', '11:42', '12:05', '12:17', '12:30', '12:47', '13:05', '13:22', '13:40', '13:52', '14:05', '14:20', '14:35', '14:50', '15:05', '15:17', '15:30', '15:45', '16:00', '16:12', '16:25', '16:42', '21:05', '21:20', '21:35', '21:50', '22:05', '22:17', '22:30', '22:45']",Приключения Пети и Волка,2018 — по н.в. (16 декабря 2024 ожидается выход 1 серии 4 сезона),"Петя — обычный городской школьник, который любит разные гаджеты и живет с мамой, папой и дедушкой. Он немного нервный и пугливый, но добрый и отзывчивый и привык доводить дела до конца. Однажды в его жизни появляется Волк, который путешествует по сказочным мирам и помогает их обитателям решать необычные проблемы. Волк вовлекает Петю в один из своих «заказов» и вскоре мальчик становится полноценным напарником говорящего зверя. Вместе герои избавляют царя от привидений, защищают Кощея от золотоискателей, лечат амнезию Деда Мороза и совершают еще множество добрых дел, помогая сказочным персонажам.
«Приключения Пети и Волка» — мультсериал для детей и подростков школьного возраста с захватывающим сюжетом, интеллектуальным юмором и многочисленными отсылками к сказкам, литературным и кинематографическим произведениям, а также поп-культурным явлениям.
",6+,6.5,558 оценок,['приключения'],['Алексей Лебедев']
2x2,"['17:00', '17:25', '18:00', '18:30', '18:55', '19:30', '20:05', '20:40']",Губка Боб Квадратные Штаны,1999 — по н.в.,"Главный герой мультсериала — губка по имени Губка Боб квадратные штаны, в русском дубляже чаще всего называемый Спанч Бобом Сквэ Пэнтсом. Он проживает в доме-ананасе вместе с улиткой по кличке Гэри, которая повадками скорее напоминает домашнего кота. Друзья Губки Боба — подводные обитатели: морская звезда по имени Патрик, раздражительный надменный кальмар Сквидвард и белка по имени Сэнди. Спанч Боб работает поваром в закусочной «Красти Краб», которая управляется старым скрягой мистером Крабсом. Сюжетные линии строятся вокруг безуспешных стараний Губки Боба получить права на вождение подводного катера и различных приключений Боба и Патрика, в которые они попадают из-за своей глупости или наивности.",12+,6.3,12 946 оценок,['комедия'],"['Алан Смарт', 'Пол Тиббит', 'Уолт Дорн']"
