Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
СТС,"['08:55', '09:15', '13:05', '19:05', '00:00', '00:40']","Шоу ""Уральских пельменей""",2009 — по н.в.,"Команда КВН «Уральские пельмени» была создана в 1993 году. Все первые участники коллектива были членами различных студенческих отрядов Уральского политехнического института. В 1995 году команда дебютировала в Высшей лиге КВН, впоследствии отыграла пять сезонов и стала чемпионом Клуба веселых и находчивых в 2000 году, получив неофициальный титул «Последние чемпионы XX века».
Завершив выступления в КВН, участники команды образовали Творческое объединение «Уральские пельмени» и организовали юмористическое шоу, выходящее на телеканале СТС с 2009 года. Каждая новая программа — это полноценный «живой» концерт «Уральских пельменей», на котором демонстрируются пародии, музыкальные номера, миниатюры, юмористические зарисовки, объединенные общей (как правило, актуальной) темой.",16+,7.7,5 146 оценок,['юмористическое'],[]
СТС,['01:00'],Кино в деталях,2004 — по н.в.,"В каждом выпуске ведущий программы «Кино в деталях» Федор Бондрчук и его авторитетные, профессиональные и знаменитые гости — российские и зарубежные актеры, режиссеры и продюсеры — обсуждают выходящие в прокат фильмы, проекты, которые находятся в производстве, актуальные кинотенденции и направления в развитии кинематографа, а также говорят об эстетике, творчестве, кинобизнесе и частной жизни. Студийные разговоры подкреплены сюжетами о кинопремьерах и съемках новых фильмов, собственными репортажами с крупнейших российских и международных кинофестивалей и эксклюзивными интервью, аналитическими материалами о современных кинотрендах, рассказами о зарубежных и российских кинозвездах.
В программе Федора Бондарчука принимали участие западные кинематографисты Оливер Стоун, Даррен Аронофски, Майкл Бэй, Кристоф Вальтц, Дэниел Крэйг, Тиль Швайгер и другие.",18+,5.8,236 оценок,['ток-шоу'],['Федор Бондарчук']
СТС,['02:55'],Бедные Абрамовичи,2023 — по н.в.,"В центре Москвы, рядом с синагогой, живут четыре поколения одной еврейской семьи Абрамовичей. Все они, за исключением старой Муси Львовны, весьма далеки от корней, религии и традиций. Например, Боря спокойно ест и продает свинину, а его сын Давид и вовсе скрывает свое происхождение. Но однажды в Борю Абрамовича ударяет молния, и с этого момента он начинает видеть дух своего предка Хаима. Прапрапрапрапрадед рассказывает, что когда-то совершил страшный грех и навлек на род Абрамовичей проклятие. Только Боря может снять его, но для этого нужно освободить душу Хаима и попутно обратиться к истокам и раскрыть смысл иудаизма.",16+,6.6,860 оценок,['комедия'],['Илья Фарфель']
РЕН ТВ,"['05:00', '18:00', '03:00']",Самые шокирующие гипотезы,2015 — по н.в.,"«Самые шокирующие гипотезы» — цикл документальных передач, посвященный новому толкованию всем известных исторических событий, обыденных явлений в нашей жизни и фактов из других областей человеческих знаний. Журналисты, основываясь на неизвестных ранее сведениях, помогут иначе взглянуть на то, что прежде казалось непреложной истиной, и в очередной раз удостовериться в относительности знаний человека об окружающем мире.",16+,7.6,601 оценка,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['11:00'],"""Как устроен мир"" с Тимофеем Баженовым",2018 — по н.в.,"Научно-познавательная и приключенческая программа «Как устроен мир» доказывает, что человеку только кажется, что он подчинил себе все возможные стихии. В каждом выпуске ведущий Тимофей Баженов рассказывает о случаях проявления разрушительной силы природы, демонстрирует наглядные видео, объясняет детали различных явлений и проверяет их на себе — погружается в лаву, поджигает воду, готовит воздух и делает множество других безумных вещей.",16+,6.3,93 оценки,['научно-познавательное'],['Тимофей Баженов']
РЕН ТВ,['20:00'],Обет молчания,2017,"Успешный адвокат принимает обет молчания до тех пор, пока не отомстит за смерть своей жены и дочери.",16+,5.6,67 оценок,['драма'],['Айзек Флорентайн']
РЕН ТВ,['21:30'],Время псов,2017,"За всю свою карьеру киллер-одиночка Стивен Лукас не сделал ни одной ошибки. Даже враги называли его «идеальной машиной для убийства». Но однажды он не смог нажать на курок. Теперь он и его бывшая жертва, девушка Элла с большими прекрасными глазами, скитаются по Европе, чтобы отомстить виновникам жестокого убийства ее семьи.",18+,5.8,145 оценок,['триллер'],['Джонатан Мостоу']
РЕН ТВ,['01:20'],Хардкор,2015,"Генри приходит в себя в военно-научной лаборатории по созданию людей-киборгов. Он знает о себе лишь то, что когда-то был счастливо женат на красавице Эстель, которая только что вернула его к жизни. Не успев разобраться в своём прошлом, Генри вынужден вступить в войну со злодеем Аканом, который похищает Эстель. В поисках любимой Генри разрушает всё на своем пути. Единственный, кто не пытается его убить — таинственный Джимми, у которого с Аканом свои счеты. Героям предстоит не только спасти девушку, но и остановить создание армии киборгов, способной положить мир к ногам Акана.",18+,6.4,3 330 оценок,['боевик'],['Илья Найшуллер']
ТНТ,"['05:15', '07:00', '19:00', '20:00']",Однажды в России,2014 — по н.в.,"Многожанровое телешоу «Однажды в России» высмеивает различные проблемы и слабые стороны страны и ее жителей. В начале каждого выпуска ведущий-конферансье выступает с небольшим стендапом, обозначающим тему эпизода. Далее актеры и члены различных команд КВН разыгрывают на сцене перед зрителями скетчи — юмористические номера на заданную тему. Эти сценки снимают камеры — таким образом, происходит реальное театральное действие, совмещенное с кинопроизводством.",16+,7.1,1 636 оценок,['юмористическое'],['Азамат Мусагалиев']
ТНТ,"['08:00', '08:30', '09:00', '09:30', '10:00', '10:30', '11:00', '11:30', '12:00', '12:30', '13:00', '13:30', '14:00', '14:30', '15:00', '15:30', '16:00', '16:30', '17:00', '17:30', '18:00', '18:30']",СашаТаня,2013 — по н.в.,"Сериал «СашаТаня» рассказывает про молодую семью Сергеевых. После окончания института Саша и Таня вместе со своим маленьким сыном Алешкой решили пожить самостоятельно и сняли квартиру в Алтуфьево. Райончик, конечно, не из лучших, но зато и цены на жилье тут доступные, ведь Саша не собирается пользоваться миллиардами своего папы. Но Сильвестр Андреевич не планирует так просто оставить в покое молодых и тем более своего внука. Поэтому он поселился по соседству, только в просторной и роскошной квартире.
Саша и Таня — главные герои популярного сериала «Универ».",16+,5.7,12 534 оценки,['комедия'],"['Александр Потапов', 'Михаил Старчак']"
ТНТ,"['21:00', '01:35', '02:25', '03:10']",Камеди Клаб,2005 — по н.в.,"Российский Comedy Club был создан в 2003 году командой КВН «Новые армяне», в состав которой входили Артур Джанибекян, Артак Гаспарян, Артур Тумасян, Арташес Саркисян, Гарик Мартиросян и другие. В 2005 году Comedy Club впервые вышел в эфир телеканала ТНТ. Рейтинги программы стали быстро расти. По формату шоу представляет собой телевизионный аналог популярного эстрадного жанра стендап-камеди. Постоянные участники телепроекта — резиденты — отыгрывают на публике сольные юмористические номера.",16+,6.8,3 752 оценки,['юмористическое'],[]
ТНТ,"['04:00', '04:45']",Я тебе не верю,2021 — 2022 (Телешоу закончилось),"В каждом выпуске шоу участвуют два звездных гостя. Они соревнуются в разных конкурсах и пытаются обмануть друг друга. Выигрывает тот, кто лучше врет и лучше распознает ложь.",16+,7.8,197 оценок,['игровое'],"['Азамат Мусагалиев', 'Денис Дорохов']"
ОТР,['05:00'],Секретарша,2017 (Сериал закончился),"Катерина Морозова работает секретарем в Следственном комитете. Благодаря развитой интуиции она неплохо разбирается в человеческой психологии и с легкостью находит общий язык с самыми разными людьми. Бесчисленные таланты и обширные связи делают ее практически незаменимой, когда дело касается расследования сложных и запутанных преступлений. В СК также работает ее сын Олег, который занимает должность следователя. У Кати давний роман с адвокатом Евгением Аристовым, однако она не планирует выходить замуж. Привычное течение жизни героини сериала «Секретарша» рушится в одночасье, после того как в отставку уходит ее любимый начальник, а на его место назначают человека, с которым у Морозовой есть своя история в прошлом.",16+,7.0,198 оценок,['драма'],['Радда Новикова']
ОТР,['13:00'],Медведи Камчатки. Начало жизни,2018,"Документальный фильм о первом годе жизни бурых медведей, родившихся в медвежьих семьях на территории Южно-Камчатского федерального заказника им. Т. И. Шпиленка. Зритель проникнет в тайну взросления крупнейшего хищника России и побывает в мире вулканов, рек и диких животных, где человек — всего лишь наблюдатель.",0+,8.1,81 оценка,['документальный'],"['Владислав Гришин', 'Ирина Журавлева']"
ОТР,['22:10'],Долгая счастливая жизнь,1966,"История несостоявшейся любви двух молодых людей, встретившихся случайно, и не сумевших преодолеть обременительную пустоту в душе. Их мимолетная встреча в небольшом провинциальном городке могла стать началом увлекательного романа, но обернулась непониманием и чувством глубокой неловкости. Долгая счастливая жизнь — иллюзия, радость которой суждено постичь лишь людям с богатым воображением. Фильм отмечен премией авторского кино на кинофестивале в Бергамо. Впервые увидев картину Геннадия Шпаликова, классик итальянского неореализма Микеланджело Антониони признался, что сам никогда бы не смог так тонко передать внутреннее состояние героев, как это удалось советскому режиссеру.",0+,7.8,297 оценок,['драма'],['Геннадий Шпаликов']
ОТР,['23:25'],Клуб любителей книг и пирогов из картофельных очистков,2018,"Джульет — писательница из Англии, которая вступает в переписку с жителями острова Гернси, едва начавшими новую жизнь после оккупации во время Второй мировой войны. Чувствуя глубокий и неподдельный интерес к судьбам островитян, девушка отправляется туда, чтобы написать о них книгу.",12+,7.1,331 оценка,['драма'],['Майк Ньюэлл']
ОТР,['01:20'],"Более странно, чем в раю",1984,"Вилли и Эдди — бездельники и игроки. Они скучающие по жизни, перебивающиеся случайными заработками и не строящие планы на будущее. Жизнь молодых людей — такая же затхлая помойка, как и квартал Манхеттена, в котором они обитают. Однако в один прекрасный день все меняется. К Вилли приезжает юная кузина Ева из Венгрии, и постепенно друзья решаются на перемены… В фильме «Более странно, чем в раю» независимый режиссер Джим Джармуш выворачивает наизнанку миф об американской мечте. Его герои — вечные путники.
«Более странно, чем в раю» — роуд-муви об Америке глазами эмигрантов и история о бесконечном поиске своего места в мире.",16+,6.8,157 оценок,['драма'],['Джим Джармуш']
ОТР,"['03:15', '04:25']",Дерсу Узала,1975,"Дерсу Узала — персонаж одноименного романа известного исследователя Дальнего Востока Владимира Арсеньева. По роману и был снят первый фильм Акиры Куросавы не на японском языке. Основная тема картины — дружба путешественника и мудрого таежного охотника. Мужчины очень непохожи, выросли в разных культурах, но при этом их связывает искренняя дружба. Это история о братстве и взаимопомощи. Фильм получил множество наград, в том числе — «Оскар».",18+,7.5,837 оценок,['драма'],['Акира Куросава']
Dомашний,"['05:05', '06:55']",Давай разведемся!,2014 — по н.в.,"«Давай разведемся» — это 80 жизненных историй, взятых из жизни. В режиме реального времени суд разбирает семейные дела и решает, на чьей стороне объективная правда. Ведущая проекта — судья в отставке Елена Лестуха.",16+,5.9,146 оценок,['реалити-шоу'],"['Елена Лестуха', 'Екатерина Романова']"
Dомашний,"['05:55', '06:30']",По делам несовершеннолетних,2011 — по н.в.,"«По делам несовершеннолетних» — судебное реалити-шоу. Телекомпания «Право-ТВ» и уполномоченный при президенте РФ по правам ребенка адвокат Павел Астахов рассказывают о том, что может привести ваше чадо на скамью подсудимых. В роли судьи в программе выступает адвокат Виктория Данильченко, также здесь принимают участие обвинитель, подсудимый, судебные приставы, свидетели сторон, потерпевший, представители несовершеннолетних граждан. После рассмотрения дел и вынесения приговора, который в большинстве случаев является обвинительным, судья разъясняет телезрителям суть преступления не только с правовой, но и с моральной стороны.",16+,7.7,128 оценок,['реалити-шоу'],"['Павел Астахов', 'Виктория Данильченко']"
Dомашний,"['08:00', '09:07', '03:10', '04:00']",Тест на отцовство,2017 — 2019 (Телешоу закончилось),"В студии телепрограммы решаются семейные проблемы, которые возникли у обычных людей — измены, установление отцовства, предполагаемая подмена ребенка в роддоме. Ведущая телешоу «Тест на отцовство», профессиональный юрист, поможет разобраться во взаимоотношениях близких людей и восстановить справедливость. В ходе судебного заседания рассматриваются все доказательства, опрашиваются свидетели и адвокаты обеих сторон.",16+,8.0,88 оценок,['реалити-шоу'],['Екатерина Торкунова']
Dомашний,"['10:15', '10:52', '23:35', '00:12']",Понять. Простить,2006 — по н.в.,"Программа «Понять. Простить» рассказывает о сложных ситуациях, в которых оказываются простые люди: конфликты в семье и на работе, проблемы во взаимоотношениях поколений, кризис среднего возраста. Истории из настоящей жизни, которые происходят с реальными людьми.Герой или героиня программы приходит в кабинет к практикующим психологам и рассказывает свою историю. За кадром в сжатом виде раскрывается суть проблемы, затем подробности. Человека снимают дома, на работе, в том месте, где происходит конфликт, с представлением всех действующих лиц. Это не один прием-разговор, а много встреч, много разговоров, конкретная проблема и ее решение. Получается реконструкция истории лечения пациента, сжатая до одного выпуска программы.",16+,5.5,290 оценок,['документальное'],"['Борис Егоров', 'Галина Тимошенко']"
Dомашний,"['11:30', '12:05', '14:35', '15:08', '15:41', '16:14', '16:47', '17:20', '17:53', '18:26', '00:50', '01:20']",Порча,2019 — по н.в.,"Главная героиня проекта «Порча» — загадочная женщина Тамара, которая обладает сверхъестественными способностями. Каждый день она принимает в своей квартире отчаявшихся людей, которых преследуют неудачи, — на работе, в отношениях, в семейной жизни. Тамара видит всех своих посетителей насквозь, но помогает тем, кому считает нужным. Она снимает с людей порчу, попутно рассказывая им, как это могло произойти, что с этим делать и как жить дальше. Женщина сообщает о возможных вариантах развития событий и дает полезные советы, но следовать им или нет, — клиенты решают сами. Все истории, рассказанные в сериале, взяты из реальной практики Тамары.",16+,3.7,93 оценки,['драма'],['Антон Нефедов']
Dомашний,"['19:00', '20:01', '21:02', '22:03']",Уроки счастья,2017 (Сериал закончился),"К празднику по случаю 20-летия совместной жизни супруги подготовили друг для друга важные новости: Маша сообщила, что ждет третьего ребенка, а Валерий — что уходит к другой женщине. С этого начинается черная полоса в жизни героини сериала «Уроки счастья». Муж просит Машу уехать из дома, чтобы он мог привезти туда новую возлюбленную, а дочь Лера внезапно заявляет, что хочет жить с отцом. Не щадя чувств матери, девочка обвиняет Машу в том, что она перестала следить за собой, отстала от жизни и сама виновата в том, что Валерий ее бросил. Лере кажется, что она лучше знает, как матери нужно вести себя, чтобы обрести счастье.",12+,7.6,73 оценки,['мелодрама'],['Виталий Бабенко']
Пятница!,['06:10'],Большие девочки,2024,"В реалити-шоу участвуют тринадцать молодых женщин весом более 100 килограммов. У каждой из них своя история лишнего веса, от спортивных травм до несчастной любви. В течение трех месяцев участницы будут стараться изменить жизнь, пройдя ряд испытаний. Их задача не только похудеть, но и стать здоровее, научиться любить и принимать себя. Девушкам будут помогать наставники, среди которых тренер по фигурному катанию Этери Тутберидзе, психолог Аннета Орлова, нутрициолог доктор Регина, тренер женской сборной РФ по регби Кирилл Кошарин.",16+,6.9,71 оценка,['реалити-шоу'],['Этери Тутберидзе']
Пятница!,['00:10'],13-й район,2004,"В 2010 году гетто-пригороды Парижа стали опасными для остального общества и отгорожены от остального города стеной. В закрытой зоне царит беспредел и преступность, процветает наркоторговля, и даже дети не выходят из дома без оружия. Словом, район не из лучших… Главарь одной из местных банд захватывает нейтронную бомбу. На ее обезвреживание отправляют офицера спецназа Дамьена. Он привык к опасным приключениям, но в труднопроходимом и неприветливом 13-м районе ему нужен проводник. На эту роль мужчина приглашает отчаянного юношу Лейто, ловкого паркурщика, который мечтает свести счеты с тем же главарем, похитившем его сестру.",16+,7.6,1 441 оценка,['триллер'],['Пьер Морель']
Пятница!,['01:40'],13-й район: Ультиматум,2009,"Патрик Алессандрин (режиссер) и Люк Бессон (сценарист) создали продолжение нашумевшего блокбастера «13 район». Париж спустя 2 года. 13-й квартал, отделенный еще более высокой стеной от цивилизации, продолжает бороться за существование, в нем делят зоны влияния пять банд. Лейто и Дамьен снова работают вместе, чтобы предотвратить хаос, который может поглотить Париж, если провокации и беспорядки будут нарастать, а разведывательные службы продолжат подливать масла в огонь.",16+,7.3,1 597 оценок,['триллер'],['Патрик Алессандрен']
Пятница!,['04:10'],Черный список,2019 — по н.в.,"Ведущий с помощью скрытых камер проверяет качество различных сервисов и услуг в трех категориях — эконом, средние и элитные. В каждом выпуске инспектируется работа профессионалов из разных сфер — нянь, сотрудников клининговых компаний, сантехников, аниматоров и так далее. Качественно предоставленные услуги оплачиваются в двойном размере, а компании, плохо выполнившие свою работу, заносятся в потребительский «черный список». В процессе проверок ведущий шоу дает множество полезных советов, которые помогут избежать негативного опыта.
Каждый сезон шоу «Черный список» выходит с новым ведущим. В их числе были Алексей Земсков, Ренат Агзамов, Дмитрий Масленников и Дмитрий Губерниев.",16+,7.5,75 оценок,['развлекательное'],"['Алексей Земсков', 'Ренат Агзамов', 'Дмитрий Масленников', 'Дмитрий Губерниев']"
ТВ-3,['08:00'],Леди Баг и Супер-кот,2015 — по н.в.,"Маринетт всего 15 лет, она ходит в школу вместе со своими сверстниками. Но по ночам девочка превращается в Леди Баг, супергероиню со сверхъестественными способностями. Вместе с ней на улицы ночного Парижа выходит Супер-Кот, а по совместительству одноклассник Маринетт Дюпейн-Чен, Адриан Агрест. Супергерои скрывают лица под масками, их цель — победить Хаука Мота, который порабощает обычных жителей города, превращая их в злодеев...
Мультипликационный сериал «Леди Баг и Супер-Кот» снят по мотивам серии комиксов.",6+,6.8,25 124 оценки,['комедия'],"['Томас Астрюк', 'Марк Экланд', 'Джеф Астолфо', 'Риккардо Дюранте']"
ТВ-3,['19:15'],Риддик,2013,"Преданный своими и брошенный умирать на пустынной планете, Риддик сражается с хищниками за жизнь и становится сильнее и опаснее себя прежнего. Открывшие на него охоту галактические наемники оказываются пешками в грандиозном плане отмщения. С врагами, возникающими на его пути тогда, когда это нужно самому Риддику, он начинает поход во имя мести, чтобы в конечном счете вернуться на родную Фурию и спасти ее от уничтожения.",16+,7.5,18 763 оценки,['триллер'],['Дэвид Туи']
ТВ-3,"['22:00', '22:25']",Гость,2014,"В семью, потерявшую на войне своего сына и брата, приезжает незнакомец. Он представляется сослуживцем погибшего и напрашивается погостить у них несколько дней, чтобы познакомиться поближе, а заодно рассказать о своей службе. Незнакомец очень приветлив и добр к каждому из членов семьи и при каждом удобном случае старается чем-то помочь. Однако вскоре эта помощь становится все более и более радикальной.",18+,6.6,1 152 оценки,['триллер'],['Адам Вингард']
ТВ-3,['01:45'],Бекки,2020,"Триллер «Бекки» рассказывает о девушке-подростке и ее отце, которые проводят свой уикенд на озере, пока группа сбежавших преступников не превращает их отдых в хаос.",18+,5.5,60 оценок,['триллер'],"['Джонатан Милотт', 'Кэри Мернион']"
Карусель,['05:55'],Барбоскины,2011 — по н.в.,"Барбоскины — это большое собачье семейство, которое живет совсем как люди. Папа занят работой и карьерой и не расстается с ноутбуком и телефоном. Мама — домохозяйка, но мечтает стать актрисой. Щенята делают то же самое, что и дети их возраста. Дружок — старший в семье, любит играть в футбол, Роза — красотка-блондинка, увлекается модой, Гена — застенчивый ботаник, мечтающий о Нобелевской премии, Лиза — зануда-сладкоежка и Малыш — маленький проказник. Кстати, все собачки в семье разных пород, может, именно поэтому каждый день у Барбоскиных происходит что-нибудь невероятное.",0+,6.8,9 977 оценок,['для детей'],"['Екатерина Салабай', 'Елена Галдобина']"
Карусель,['08:55'],Робокар Поли и его друзья,2011 (Сериал закончился),"В центре событий мультсериала — захватывающие приключения команды спасателей-робокаров Поли, Эмбер, Роя и Хели в городе Брум. Бесстрашные стражи порядка спешат на помощь всем тем, кто попал в затруднительное положение на дороге. Они учат малышей не только правилам дорожного движения, но и рассказывают, как нужно себя вести в школьном автобусе, как важно пользоваться ремнями безопасности, с какими опасностями можно столкнуться на парковке, а также принимают экзамены по вождению на велосипеде. В конце каждого эпизода мультсериала «Робокар Поли. Правила дорожного движения» малыши участвуют в веселой викторине, победитель которой получает кубок.",0+,6.0,129 оценок,['для детей'],['Ем Джун Янг']
Карусель,['09:30'],Простоквашино,2018 — по н.в.,"Девятилетний дядя Федор живет в обычной городской квартире с мамой, папой и младшей сестрой Верой Павловной. Однажды галчонок Хватайка прилетает с тревожной новостью: псу Шарику и коту Матрокину срочно требуется помощь дяди Федора в Простоквашино. Мальчик отправляется к друзьям на выручку и встречает в деревне давнего знакомого — почтальона Печкина. А вскоре к нему присоединяется и Вера Павловна, отправившая сама себя в Простоквашино по почте.
«Простоквашино» — современное продолжение серии советских мультфильмов «Трое из Простоквашино», «Зима в Простоквашино» и «Каникулы в Простоквашино», снятых по мотивам произведений Эдуарда Успенского. Действие мультсериала берет начало в 2018 году.",0+,6.9,573 оценки,['для детей'],['Михаил Солошенко']
Карусель,['11:15'],Диностер,2023 — 2024 (Сериал закончился),"Четверо друзей, Люцио, Делби, Джей Мин и Оз, живут в совершенно обычном мире. Но у них есть тайна: они умеют переноситься во вселенную, в которой живут настоящие динозавры. В Дино-мире ребят ждут приключения, а помогать им будет профессор Лора. Вместе они — команда «Диностер»! Умение поддерживать друг друга им пригодится, когда настанет пора защитить динозавров от посягательств злобного ученого Бекса Хантера. Негодяй хочет, чтобы древние ящеры восстали против людей.",6+,6.8,1 476 оценок,['приключения'],"['Руана Ли', 'Хуби Ю']"
Карусель,['16:00'],"Ну, погоди! Каникулы",2021 — по н.в.,"Волк больше не пытается съесть Зайца — он хочет его победить. В живописных горах и на солнечных пляжах герои мультсериала участвуют в различных спорах, конкурсах и спортивных состязаниях. Чаще всего не имеющий преимущества Волк выбирает нечестные методы борьбы и жульничает, из-за чего попадает в нелепые и смешные ситуации.
«Ну погоди! Каникулы» — это перезапуск культового советского мультсериала «Ну, погоди!».",6+,5.9,317 оценок,['для детей'],"['Андрей Жидков', 'Максим Волков']"
Карусель,['17:10'],Лунтик и его друзья,2006 — 2021 (Сериал закончился),"Мультипликационный сериал о приключениях Лунтика, удивительного пушистого существа, родившегося на Луне и свалившегося с нее на Землю. На Земле малыш повстречает новых друзей, от которых узнает много нового и интересного. Лунтик будет открывать для себя мир, познакомится с такими важнейшими понятиями как дружба, счастье, верность, взаимопомощь. Обаятельный пришелец вместе с земными друзьями переживет много забавных и радостных моментов. В каждой серии разворачивается отдельная законченная история, которая обучает и развивает детей дошкольного возраста.",0+,6.3,9 800 оценок,['комедия'],"['Дарина Шмидт', 'Екатерина Салабай', 'Екатерина Шрага']"
Карусель,['21:00'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Карусель,['22:30'],Инфинити Надо,2012 (Сериал закончился),"Мультсериал рассказывает о фантастической игре Надо, в которой бойцы устанавливают связь с волшебными волчками и получают сверхъестественную силу для борьбы со злом. Джин, Дон, Дэвис и Сесилия — непревзойденные мастера Надо. Чтобы пробудить свои волчки, они вкладывают в каждый бой все душевные силы. Работая в одной команде, защищая и дополняя друг друга, главные герои представляют различные стихии в войне со злодеями, которые хотят уничтожить Землю.",6+,6.7,73 оценки,['фантастика'],[]
Карусель,"['23:35', '00:15']",Буба,2014 — по н.в.,"Домовенок по имени Буба живет в самой обычной квартире. Милый проказник больше всего на свете обожает исследовать окружающий мир, отчего регулярно попадает в переделки, причем размер разрушений от чрезмерного любопытства Бубы порой достигает катастрофических масштабов. Однажды, решив найти что-нибудь вкусненькое в хозяйском холодильнике, он устроил пожар, а попытка разобраться с сантехникой закончилась тем, что в дом проник настоящий крокодил. В общем, с героем мультсериала «Буба» скучать не приходится.",0+,6.8,6 055 оценок,['комедия'],"['Леонид Рахманин', 'Сергей Горобец']"
Карусель,['00:40'],Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
Карусель,['02:05'],Бумажки,2015 — 2016 (Сериал закончился),"«Бумажки» — детский мультсериал, призванный не только развлечь малышей, но и принести ребятам пользу. Герои мультфильма, бумажный лось Аристотель и дятел Тюк-Тюк, в каждой серии расследуют запутанную детективную историю, подобно Шерлоку Холмсу и доктору Ватсону. В конце каждого выпуска ребятам и их родителям предлагается вместе смастерить кого-либо из бумажных персонажей. Изготовление таких поделок развивает мелкую моторику и фантазию малышей, а разгадывание замысловатых сюжетов — логическое мышление.",0+,6.8,592 оценки,['для детей'],['Алексей Миронов']
Карусель,"['03:35', '03:50', '04:10']",Малышарики,2015 — по н.в.,"Очаровательные малышарики Крошик, Ежик, Нюшенька, Барашик и Пандочка живут в самой обычной квартире, которая кажется крохам огромным миром. Здесь реальность пересекается с фантазией, и можно найти даже море посреди письменного стола. Больше всего на свете любопытные непоседы обожают веселые игры, в процессе которых совершают невероятные открытия и познают окружающий мир.
Развивающий мультсериал «Малышарики» в легкой игровой форме помогает маленьким зрителям развить воображение и творческие способности.",0+,7.2,278 оценок,['приключения'],"['Марина Мошкова', 'Катерина Савчук', 'Татьяна Мошкова']"
Звезда,['11:15'],Тайная прогулка,1985,"В сентябре 1942 года советское командование готовит секретную спецоперацию. Они намереваются внедрить в штаб врага своего шпиона, знающего немецкий язык. Для переброса разведчика в тыл фашистов собирается специальный отряд из разных частей Советского Союза. Спецотряд разведчиков получается многонациональным, но при этом очень дружным и сплоченным. В особенности, когда солдаты узнают, кого именно им придется делегировать к немцам. Разведчицей-шпионкой оказывается красавица-литовка Ниёле. Патриотическая драма «Тайная прогулка» снималась специально к 40-летию победы в Великой Отечественной Войне.",12+,7.2,110 оценок,['военный'],['Валерий Михайловский']
Звезда,['14:00'],Неслужебное задание,2004,"Действие фильма происходит сразу после войны на территории Чехии. Германия капитулировала, но в тылах Советской армии еще продолжают сопротивляться разрозненные фашистские отряды. Командиру разведроты старшему лейтенанту Воронкову приказано обезвредить одну из таких немецких групп. Собственных сил не хватает, поэтому Воронков обращается к соседям — казачьему соединению. Задание поначалу кажется несложным, но рядовая погоня превращается в смертельную схватку.",16+,7.5,190 оценок,['боевик'],['Виталий Воробьев']
Звезда,"['16:05', '17:05']",Взрыв на рассвете,2005,"Действие фильма разворачивается в наши дни. Молодые десантники проходят плановые учения, когда на их пути оказывается минное поле, оставшееся еще со времен Великой Отечественной войны. Учения перерастают в военную тревогу. Чтобы разминировать поле, и освободить попавших в ловушку солдат, командование посылает вертолет за старшиной Сербой, который в далеком 1943 году был участником тех событий. Только он знает, что здесь случилось и как можно безопасно разминировать огромную территорию. «Неслужебное задание 2: Взрыв на рассвете» — сиквел одноименного военного фильма 2004 года.",16+,7.4,116 оценок,['драма'],"['Иван Криворучко (мл.)', 'Виталий Воробьев']"
Звезда,['00:50'],Метель,1964,"Экранизация одноименной повести А.С. Пушкина. Молодая девица Марья Гавриловна влюблена в армейского прапорщика Владимира, отвечающего девушке взаимностью. Но родители Марьи против подобных отношений, поэтому влюбленные вынуждены тайно встречаться и вести секретную переписку. Очередным письмом Владимир предлагает Марье сбежать, чтобы повенчаться в небольшой церквушке соседнего села. Марья приезжает в назначенный час на место, но жениха все нет — он попал в метель и сбился с пути. В это время мимо церкви проезжал гусар Бурмин...",0+,7.8,847 оценок,['драма'],['Владимир Басов']
