Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Культура,['07:55'],Приключения поросенка Фунтика,1986 — 1988 (Сериал закончился),"Жизнь не радовала доброго поросенка Фунтика: злая и жадная хозяйка — госпожа Беладонна заставляла его обманывать детей, выпрашивая у них деньги на строительство домиков для бездомных поросят. В один прекрасный день Фунтик решил сбежать. Прячась в лесу, он встретил странствующих циркачей — фокусника дядюшку Мокуса и ручную обезьянку Бамбино. Фунтик отправляется в путешествие с новыми друзьями, но госпожа Беладонна не теряет надежды вернуть поросенка обратно...
Сюжет мультипликационного сериала основан на пьесе Юрия Фридмана «Четвертый поросенок». Сериал получил главный приз на Международном кинофестивале детских телевизионных программ в Пекине в 1989 году.",0+,7.7,294 оценки,['мультсериалы'],['Анатолий Солин']
Культура,['20:25'],Бродяга,1951,"Культовый фильм Раджа Капура, в котором он исполнил свой бессменный образ Бродяги. Радж с детства живет на улице, бродяжничая и занимаясь мелким воровством. Однажды, когда Радж в очередной раз выходит из тюрьмы, он сталкивается на улице с Ритой — подругой детства, в которую он был когда-то влюблен. Новая встреча разжигает старые чувства, любовь окрыляет Раджа и он хочет навсегда завязать со своим криминальным прошлым. Но преступный мир не отпускает Раджа так просто — Бродяга, пытаясь защитить мать, убивает бандита Джаггу. Теперь Раджу грозит долгий срок, но за него вступается его любимая Рита, ставшая адвокатом. Фильм Раджа Капура «Бродяга», признанный одним из самых лучших фильмов индийского кинематографа, в 1953 году был номинирован на Гран-При Каннского кинофестиваля.
",12+,7.5,83 оценки,['драма'],['Радж Капур']
СТС,"['05:50', '06:00']",Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
СТС,"['07:15', '11:00']","Шоу ""Уральских пельменей""",2009 — по н.в.,"Команда КВН «Уральские пельмени» была создана в 1993 году. Все первые участники коллектива были членами различных студенческих отрядов Уральского политехнического института. В 1995 году команда дебютировала в Высшей лиге КВН, впоследствии отыграла пять сезонов и стала чемпионом Клуба веселых и находчивых в 2000 году, получив неофициальный титул «Последние чемпионы XX века».
Завершив выступления в КВН, участники команды образовали Творческое объединение «Уральские пельмени» и организовали юмористическое шоу, выходящее на телеканале СТС с 2009 года. Каждая новая программа — это полноценный «живой» концерт «Уральских пельменей», на котором демонстрируются пародии, музыкальные номера, миниатюры, юмористические зарисовки, объединенные общей (как правило, актуальной) темой.",16+,7.7,5 146 оценок,['юмористическое'],[]
СТС,['11:05'],"Руслан и Людмила. Больше, чем сказка",2023,"Накануне свадьбы с Русланом прекрасную Людмилу похищает колдун Черномор, у которого есть мечта собрать у себя в замке коллекцию сказочных принцесс. Пока Руслан преодолевает испытания на пути к своей невесте через волшебные земли и густые чащи, сама Людмила оказывается не просто принцессой, но и отважной и современной девушкой, которая себя в обиду не даст. 
«Руслан и Людмила. Больше, чем сказка» — современная версия пушкинской поэмы «Руслан и Людмила».",6+,6.1,125 оценок,['мультфильмы'],"['Алексей Цицилин', 'Владимир Николаев', 'Алексей Замыслов']"
СТС,['13:00'],Яга и книга заклинаний,2023,"Где-то на болотах Тридевятого царства живет в избушке рыжеволосая Яга вместе со своим котом-изобретателем и веселыми домовыми. Для того, чтобы стать настоящей ведьмой, Яге нужна Книга Заклинаний, которую когда-то давно у нее похитила злая колдунья Беладонна. Когда на пороге избушки неожиданно объявляется царевна Синеглазка, у Яги появляется шанс поквитаться с обидчицей и узнать, в чем сила истинного волшебства.",6+,7.7,106 оценок,['мультфильмы'],['Владимир Саков']
СТС,['15:00'],Баба Яга спасает мир,2023,"Сенька — непоседливый и любопытный школьник, удивительным образом оказавшийся в сказочном лесу, скрытом от людских глаз мощным заклятием Бабы Яги, чтобы в мир не проникли дремлющие там темные силы. Но заклятие больше не действует, и зловещее волшебство вместе с Кощеем Бессмертным вот-вот пробудятся. Чтобы возобновить защиту, Яга отправляется в современный город на поиски дивноцвета, мощнейшего оружия волшебников. Сеньке предстоит помочь спасти человечество, но сначала ему придется выбрать, на чьей стороне сражаться — всесильного Кощея или хитрой Яги.
«Баба Яга спасает мир» (2023) — приключенческая сказка с Людмилой Артемьевой в главной роли. Также в фильме сыграли Глафира Тарханова, Олеся Железняк, Григорий Сиятвинда, Алексей Дмитриев, Александр Ильин и другие актеры.",6+,6.2,220 оценок,['комедия'],['Карен Захаров']
СТС,['17:00'],Суперниндзя,2023 — по н.в.,"В шоу принимает участие 175 атлетов со всей страны. Среди них есть как профессиональные спортсмены, так и представители самых разных профессий — фитнес-тренер, дрессировщик, сыровар, диджей, спасатель, машинист поезда и другие. Соревнуясь друг с другом в скорости и выносливости, игроки проходят трассу, состоящую из двух полос препятствий по 100 метров. На каждом этапе нужно снимать светящиеся кольца. Если их не сорвать — участник не может продолжить испытание. В полуфинал выходят 70 участников, в финал — 35. Двое лучших атлетов попадают в суперфинал, где им предстоит сразиться на вершине 26-метровой башни.
«Суперниндзя» — захватывающее спортивное шоу телеканала СТС, которое ведут Дмитрий Масленников, Василий Артемьев и Валерия Астапова.",16+,7.7,172 оценки,['реалити-шоу'],"['Дмитрий Масленников', 'Василий Артемьев', 'Валерия Астапова']"
СТС,['02:05'],Ирония судьбы в Голливуде,2022,"Каждый год 31 декабря Гриффин со своими друзьями ходит в баню — один из его приятелей русский и обожает эту традицию. Однако в этот раз посиделки закончились приключением — такси доставило молодого человека не по тому адресу, и герой оказался в кровати у незнакомки по имени Марго. По иронии судьбы, они оба только что расстались с возлюбленными, и веселый хаос оборачивается для обоих романтикой, а случайное знакомство — судьбоносной встречей.
«Ирония судьбы в Голливуде» — романтическая комедия по мотивам легендарного советского фильма.",16+,5.0,215 оценок,['мелодрама'],['Марюс Вайсберг']
СТС,['03:35'],Бедные Абрамовичи,2023 — по н.в.,"В центре Москвы, рядом с синагогой, живут четыре поколения одной еврейской семьи Абрамовичей. Все они, за исключением старой Муси Львовны, весьма далеки от корней, религии и традиций. Например, Боря спокойно ест и продает свинину, а его сын Давид и вовсе скрывает свое происхождение. Но однажды в Борю Абрамовича ударяет молния, и с этого момента он начинает видеть дух своего предка Хаима. Прапрапрапрапрадед рассказывает, что когда-то совершил страшный грех и навлек на род Абрамовичей проклятие. Только Боря может снять его, но для этого нужно освободить душу Хаима и попутно обратиться к истокам и раскрыть смысл иудаизма.",16+,6.6,860 оценок,['комедия'],['Илья Фарфель']
РЕН ТВ,"['05:00', '23:55']",Самые шокирующие гипотезы,2015 — по н.в.,"«Самые шокирующие гипотезы» — цикл документальных передач, посвященный новому толкованию всем известных исторических событий, обыденных явлений в нашей жизни и фактов из других областей человеческих знаний. Журналисты, основываясь на неизвестных ранее сведениях, помогут иначе взглянуть на то, что прежде казалось непреложной истиной, и в очередной раз удостовериться в относительности знаний человека об окружающем мире.",16+,7.6,601 оценка,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['15:00'],Три богатыря и принцесса Египта,2017,"В новогоднюю ночь, в то время, как Князь готовится произнести торжественную речь, а Юлий распаковывает подарки и следит за приготовлением праздничного стола, богатыри едут в гости к Алеше, и встречают там странного товарища по имени Дурило. Оказывается, это тринадцатый месяц, который никому особенно не нужен, и который пытается осуществить свое заветное желание — стать самым главным месяцем в году. Только и надо ему, что притвориться Дедом Морозом, показать доверчивому Алеше пару фокусов, подружиться с богатырями и оказаться в Египте — стране фараонов и древних пирамид. А дальше — пирамиды, заклинание, Древний огонь — и дело в шляпе! Но не так-то просто осуществить свое коварное желание, когда на пути у тебя встают не только три богатыри, но и их жены, Князь и Юлий, Змей Горыныч и Дед Мороз и даже — сама принцесса Нефертити!",6+,6.7,1 173 оценки,['мультфильмы'],['Константин Феоктистов']
РЕН ТВ,['16:20'],Три богатыря и Наследница престола,2018,"Князь Киевский решил назначить наследника престола, только вот незадача — кто это может быть? Родственник, друг семьи или может быть, заморская принцесса? Недолго думая, Князь-батюшка выбирает почти принцессу, а главное родственницу — племянницу Забаву. Нынче она вместе со своим мужем Елисеем (помните верного ученика Добрыни Никитича?) получает образование в далеком Царьграде, где правит коварный Василевс. Чтобы вернуть наследницу на родные просторы за тридевять земель в спешном порядке отправляются три богатыря и, конечно же, главный придворный конь Юлий.",6+,7.1,751 оценка,['мультфильмы'],['Константин Бронзит']
РЕН ТВ,['18:00'],Конь Юлий и большие скачки,2020,"Богатырский конь Юлий наконец-то влюбился по-настоящему — и не в кого-нибудь, а в королевскую кобылу по имени Звезда Востока. Герой намеревается просить копыта возлюбленной у султана Рашида, однако сватать кобылу королевских кровей может только особа царских кровей. Юлий просит помощи у Киевского князя, но тот отказывается. Не желая сдаваться, жених похищает князя и отвозит его на сватовство к султану, где они встретятся с богатырями. Герои сходятся на больших скачках, которые решат судьбу победителя.",6+,7.2,170 оценок,['комедия'],"['Дарина Шмидт', 'Константин Феоктистов']"
РЕН ТВ,['19:30'],Три богатыря и Конь на троне,2021,"Конь Юлий и Князь случайно меняются телами — не без помощи небольшого колдовства своей старой знакомой Бабы Яги. Пока Юлий обустраивается на троне и облагораживает Киев, а Князь пашет поле, отечество оказывается в опасности. Вместе с героями за его спасение берутся три богатыря.",6+,7.1,127 оценок,['комедия'],"['Дарина Шмидт', 'Константин Феоктистов']"
РЕН ТВ,['21:20'],Три богатыря и Пуп Земли,2023,"Три богатыря, их верный конь Юлий и все остальные герои сказок жили, как известно всем, давным-давно. Как вдруг однажды попали они туда, где все еще давным-давнее! Горыныч нашел динозаврика, а Алеша Попович вместе с Князем и Юлием провалились под землю — самым буквальным образом. Как найти путь обратно, назад в будущее? И кто такой загадочный Пуп Земли?
«Три богатыря и Пуп Земли» (2023) — мультфильм Константина Феоктистова, относящийся к франшизе «Три богатыря» анимационной студии «Мельница». Роли в мультипликационной семейной комедии озвучили Олег Куликович, Валерий Соловьев, Дмитрий Быковский-Ромашов, Сергей Маковецкий, Дмитрий Высоцкий и другие актеры. Мультфильм «Три богатыря и Пуп Земли» вошел в список самых кассовых российских кинопроектов в истории.",6+,6.6,538 оценок,['мультфильмы'],['Константин Феоктистов']
ТНТ,"['05:00', '05:45', '06:15', '07:00', '07:30', '08:30', '04:30']",Однажды в России,2014 — по н.в.,"Многожанровое телешоу «Однажды в России» высмеивает различные проблемы и слабые стороны страны и ее жителей. В начале каждого выпуска ведущий-конферансье выступает с небольшим стендапом, обозначающим тему эпизода. Далее актеры и члены различных команд КВН разыгрывают на сцене перед зрителями скетчи — юмористические номера на заданную тему. Эти сценки снимают камеры — таким образом, происходит реальное театральное действие, совмещенное с кинопроизводством.",16+,7.1,1 636 оценок,['юмористическое'],['Азамат Мусагалиев']
ТНТ,"['11:00', '13:15']",Экстрасенсы. Битва сильнейших,2023 — по н.в.,"Самые сильные, яркие и талантливые участники знаменитого телешоу «Битва экстрасенсов» соревнуются за право называться лучшими. В каждом выпуске героев ждет одно сложное испытание, во время которого эзотерикам придется подтвердить свой статус и способности, устоять перед критикой соперников, проявить сочувствие и помочь героям программы. Оценивают экстрасенсов наблюдатели: Илья Ларионов, Андрей Кислицын, Вера Сотникова. Ведущий шоу — Марат Башаров.
В первом сезоне шоу «Экстрасенсы. Битва сильнейших» приняло участие девять участников, среди которых Александр и Олег Шепсы, Виктория Райдос, Константин Гецати, Лина Джебисашвили, Влад Череватый, Надежда Шевченко.
Участниками второго сезона передачи «Экстрасенсы. Битва сильнейших» станут Виктория Райдос, Влад Череватый, Олег Шепс, Соня Егорова. К ним присоединятся триумфаторы шоу «Экстрасенсы. Реванш»: обладатель приза «Синяя рука» и победитель зрительского голосования.",16+,8.6,320 оценок,['реалити-шоу'],['Марат Башаров']
ТНТ,['21:30'],Любви не бывает?,2024,"Карьеристка Катя утратила веру в любовь, совершенно разочаровавшись в мужчинах. Ловелас Саша же, напротив, и дня не может прожить без женского внимания. Однажды судьба сталкивает героев на одной лестничной клетке. Саша уверен, что его новая соседка-красотка не сможет устоять перед ним, как и все прочие. Вот только Катя верна своим убеждениям и решает проучить самовлюбленного бабника, превратив его жизнь в настоящий кошмар. Как известно, от ненависти до любви один шаг — но смогут ли Саша и Катя не упустить настоящее чувство?
«Любви не бывает?» (2024) — романтическая комедия с Анной Чиповской и Владимиром Яглычем о том, как найти любовь, даже если не веришь в нее. Также роли в фильме сыграли Юлия Франц, Евгений Михеев, Алексей Золотовицкий, Сергей Мигицко и другие актеры.",18+,5.7,417 оценок,['мелодрама'],['Дмитрий Фикс']
ТНТ,"['02:20', '03:00', '03:45']",Студия Союз,2017 — 2021 (Телешоу закончилось),"Комедийно-музыкальное шоу, в котором звезды ТНТ соревнуются между собой, проверяя свои знания русской эстрады. В этой схватке им помогают юмор и самоирония, а также шесть постоянных участников «Студии Союз».
Шоу объединяет в себе несколько жанров: юмористический, музыкальный и импровизационный, а его главная цель — вместе посмеяться над абсурдностью русской попсы.",12+,7.5,269 оценок,['игровое'],"['Кирилл Коковкин', 'Виктор Щетков', 'Айдар Гараев', 'Александр Алымов', 'Артем Муратов', 'Елена Гущина']"
ОТР,['11:20'],Дарю тебе звезду,1974,"Юмористический мультфильм советского режиссера, получивший награду Каннского кинофестиваля. «Дарю тебе звезду» представляет трогательную и забавную историю семейных отношений мужчины и женщины в разные эпохи на протяжении веков. Именно женщины во все времена вдохновляли своих мужей на подвиги: и мамонта завалить, и отбить нападение вражеской армии, и в космос полететь, а также сочинить стихи и впервые посмотреть на звездное небо. Все новые способы завоевания слабого пола выдумывают мужчины.",12+,8.4,312 оценок,['комедия'],['Федор Хитрук']
ОТР,"['19:40', '21:05']",Механическая сюита,2001,"На заводе умирает сотрудник по имени Коля, и администрация решает похоронить его за свой счет. Но для этого необходимо перевезти тело к месту захоронения. Для этого ответственного поручения выбираются самые надежные сотрудники завода Маркеранец и Митягин, снабдив их деньгами, собранными с неравнодушных коллег усопшего. Но сопровождающие тело потеряли не только деньги, но и тело Коли. И на этом их приключения только начались. За роль в комедии «Механическая сюита» Евгения Добровольская получила премию «Ника».",16+,7.0,277 оценок,['драма'],['Дмитрий Месхиев']
ОТР,"['21:25', '22:35']",Дерсу Узала,1975,"Дерсу Узала — персонаж одноименного романа известного исследователя Дальнего Востока Владимира Арсеньева. По роману и был снят первый фильм Акиры Куросавы не на японском языке. Основная тема картины — дружба путешественника и мудрого таежного охотника. Мужчины очень непохожи, выросли в разных культурах, но при этом их связывает искренняя дружба. Это история о братстве и взаимопомощи. Фильм получил множество наград, в том числе — «Оскар».",18+,7.5,837 оценок,['драма'],['Акира Куросава']
ОТР,['02:50'],Ваш репетитор,2018,"Главный герой — семнадцатилетний Савва, закончивший школу и готовящийся к поступлению в университет. Савва стоит на пороге взрослой жизни, ответственность за которую ложится на его плечи. Он должен подготовиться к экзамену по зарубежной литературе и решает найти себе преподавателя на сайте «Ваш репетитор». В это время родители Саввы уезжают в отпуск, оставляя его одного дома.",12+,5.6,105 оценок,['драма'],['Антон Коломеец']
ОТР,['04:15'],Полицейские и воры,1997,"Когда обаятельный жулик продавал фальшивые археологические сокровища наивному иностранцу, он не ведал, что творит: заморский гость оказался директором российско-американской макаронной фабрики. Обманутый американец в гневе приказывает своему охраннику найти вора. Несчастного мошенника ждет страшное наказание.",0+,6.7,117 оценок,['драма'],['Николай Досталь']
Dомашний,"['05:35', '06:02', '06:30', '07:26', '08:23']","Тот, кто рядом",2016 (Сериал закончился),"Цирковая гимнастка Лиза во время выступления получает тяжелейшую травму, в результате которой вынуждена на время уйти из профессии. В больнице она знакомится с полицейским Максимом Крыловым, расследующим ее несчастный случай. Между героями сериала «Тот, кто рядом» возникает симпатия, а уже через месяц они решают пожениться. Все вокруг поддерживают Лизу, единственная, кто пытается помешать ее счастью, — бывшая девушка Максима.
Время идет, Лиза полностью восстановилась и готова вернуться на арену. Однако мечтам о цирке не суждено сбыться, она узнает, что ее место заняла другая гимнастка. Лизе крайне тяжело смириться с этой новостью, она чувствует, что ее предали. Вскоре начинают происходить загадочные убийства коллег Лизы. Расследовать это дело поручают Максиму.",12+,6.3,147 оценок,['мелодрама'],['Анатолий Артамонов']
Dомашний,"['19:00', '21:17']",Великолепный век,2011 — 2014 (Сериал закончился),"Турецкая сага о правителе Османской империи и его безумной любви к украинской красавице отчасти основана на реальных событиях. Сериал повествует о наиболее заметных событиях правления султана Сулеймана Великолепного и о его взаимоотношениях с наложницей Александрой, принявшей ислам и получившей имя Хюррем. Османы взяли её в плен во времена набега крымских татар на Рогатин, после чего она была подарена султану будущим визирем Ибрагимом-пашой. Александра — не только искусная любовница, но и умная, интересная собеседница, хорошо разбирающаяся в искусстве и государственных делах. Чтобы реализовать свои амбиции в султанате, Хюррем нейтрализует всех, кто ей может в этом помешать.
Захватывающая историческая драма «Великолепный век» — один из самых дорогих турецких сериалов за всю историю. Главные роли исполняют актеры Халит Эргенч, Мерьем Узерли, Вахиде Перчин, Гюрбей Илери, Пелин Карахан.",16+,6.7,104 529 оценок,['драма'],"['Дурул Тайлан', 'Ягмур Тайлан']"
Dомашний,"['23:35', '00:25', '01:15', '02:05']",Мачеха,2016 (Сериал закончился),"Светлана (Дарья Калмыкова) живет спокойно и счастливо: у нее есть собственная квартира в столице, любимый муж Сергей (Дмитрий Ульянов) и маленький сын Антон. Но в один миг вся жизнь семьи Филипповых меняется — незнакомый мужчина сообщает, что у Сергея есть внебрачная дочь-подросток Марина, мать которой недавно умерла. Светлана и Сергей принимают решение забрать девочку. Избалованная и капризная Марина превращает жизнь Филипповых в кошмар. Главной героине сериала «Мачеха» предстоит приложить усилия, чтобы стать хорошей мамой для девочки...",16+,7.3,102 оценки,['мелодрама'],['Александр Аравин']
Dомашний,"['03:15', '03:39', '04:03', '04:28', '04:52']",Порча,2019 — по н.в.,"Главная героиня проекта «Порча» — загадочная женщина Тамара, которая обладает сверхъестественными способностями. Каждый день она принимает в своей квартире отчаявшихся людей, которых преследуют неудачи, — на работе, в отношениях, в семейной жизни. Тамара видит всех своих посетителей насквозь, но помогает тем, кому считает нужным. Она снимает с людей порчу, попутно рассказывая им, как это могло произойти, что с этим делать и как жить дальше. Женщина сообщает о возможных вариантах развития событий и дает полезные советы, но следовать им или нет, — клиенты решают сами. Все истории, рассказанные в сериале, взяты из реальной практики Тамары.",16+,3.7,93 оценки,['драма'],['Антон Нефедов']
Пятница!,['06:10'],Вовка в Тридевятом царстве,1965,"«Вовка в Тридевятом царстве» — советский мультфильм, созданный по мотивам русских народных сказок, рассказывает о мальчике Вовке, который мечтает жить как в сказке, т.е. ничего не делать, но при этом все иметь. Чтобы доказать ошибочность его позиции, библиотекарша отправляет нарисованного двойника Вовки в Тридевятое царство, где мальчик встретится с царем, который красит заборы, попадет в сказку о рыбаке и рыбке, встретит трех юных Василис Премудрых. И поймет, что тунеядство — это плохо.",0+,8.5,9 773 оценки,['мультфильмы'],['Борис Степанцев']
Пятница!,['06:30'],Карлсон вернулся,1970,"Шедевр советской анимации, продолжающий историю об удивительном человечке по имени Карлсон, который живет на крыше. После длительного перерыва Карлсон вновь прилетает к своему приятелю Малышу, у которого в жизни произошли значительные перемены. Родители, занятые на работе, наняли ему няню, а точнее домоправительницу по имени фрекен Бок. С возвращением Карлсона приунывший Малыш воспрял духом. Объявив войну с «домомучительницей», друзья кинулись навстречу новым шалостям и приключениям. «Карлсон вернулся» основан на второй книге известной шведской писательницы Астрид Линдгрен о приключениях Малыша и Карлсона.",0+,8.5,5 135 оценок,['короткометражный'],['Борис Степанцев']
Пятница!,['06:50'],Летучий корабль,1979,"Для того чтобы жениться на царевне Забаве, трубочисту Иванушке необходимо построить Летучий корабль. Иван узнает секрет постройки корабля, но по душевной простоте рассказывает его своему сопернику — богачу Полкану. Люди злодея бросают связанного Ивана в реку, где он знакомится с разными чудесными существами, помогающими доброму парню добиться своей цели.
Советский мультипликационный рисованный фильм «Летучий корабль» (1979) был создан по мотивам русской народной сказки. Режиссер мультфильма — Гарри Бардин, обладатель «Золотой пальмовой ветви» Каннского кинофестиваля (1988) и пяти премий «Ника» за мультфильм «Выкрутасы». Советские актеры, которые озвучивали главные роли в мультфильме «Летучий корабль», — Михаил Боярский, Татьяна Шабельникова, Анатолий Папанов. Популярность и народную любовь проект обрел во многом благодаря песням Юрия Энтина на музыку Максима Дунаевского.",12+,8.5,9 661 оценка,['мелодрама'],['Гарри Бардин']
Пятница!,['07:10'],Дюймовочка,1964,"Советский мультфильм по мотивам сказки Ганса Христиана Андерсена «Дюймовочка». Маленькая, ростом с дюйм, девочка родилась в самом центре цветка, не уступая ему своей красотой. На прелестную девочку позарилась лягушка, которая присмотрела крохотное создание в жены своему ужасному сыну. Так начались скитания Дюймовочки на пути к своему счастью.",0+,7.8,4 581 оценка,['мультфильмы'],['Леонид Амальрик']
Пятница!,"['07:50', '12:40', '15:00', '17:20', '19:20', '21:40']",Погнали!,2023 — по н.в.,"Журналист и путешественник Стас Натанзон посещает самые нетуристические места и рассказывает об изнанке жизни в разных странах мира. Среди героев, которых встречает Натанзон, — представители самых бедных слоев населения в Индии, киллеры из Таиланда, обитатели злачных районов Сингапура и многие другие. Ведущий предупреждает, что его маршруты не стоит повторять, или надо делать это с умом, но в то же время доказывает, что в любых условиях и обстоятельствах люди в разных точках земного шара умеют радоваться жизни.",16+,9.4,122 оценки,['шоу о путешествиях'],['Станислав Натанзон']
Пятница!,['00:20'],13-й район: Ультиматум,2009,"Патрик Алессандрин (режиссер) и Люк Бессон (сценарист) создали продолжение нашумевшего блокбастера «13 район». Париж спустя 2 года. 13-й квартал, отделенный еще более высокой стеной от цивилизации, продолжает бороться за существование, в нем делят зоны влияния пять банд. Лейто и Дамьен снова работают вместе, чтобы предотвратить хаос, который может поглотить Париж, если провокации и беспорядки будут нарастать, а разведывательные службы продолжат подливать масла в огонь.",16+,7.3,1 597 оценок,['триллер'],['Патрик Алессандрен']
Пятница!,['02:00'],Одержимость,2014,"Музыкальная драма о нелегком пути к успеху. Эндрю мечтает стать великим. Казалось бы, вот-вот его мечта осуществится. Юношу замечает настоящий гений, дирижер лучшего в стране оркестра. Желание Эндрю добиться успеха быстро становится одержимостью, а безжалостный наставник продолжает подталкивать его все дальше и дальше — за пределы человеческих возможностей. Кто выйдет победителем из этой схватки? Фильм «Одержимость» получил Гран-при на фестивале независимого кино «Санденс» в январе 2014 года.",16+,8.0,3 280 оценок,['драма'],['Дэмьен Шазелл']
Пятница!,['04:40'],Черный список,2019 — по н.в.,"Ведущий с помощью скрытых камер проверяет качество различных сервисов и услуг в трех категориях — эконом, средние и элитные. В каждом выпуске инспектируется работа профессионалов из разных сфер — нянь, сотрудников клининговых компаний, сантехников, аниматоров и так далее. Качественно предоставленные услуги оплачиваются в двойном размере, а компании, плохо выполнившие свою работу, заносятся в потребительский «черный список». В процессе проверок ведущий шоу дает множество полезных советов, которые помогут избежать негативного опыта.
Каждый сезон шоу «Черный список» выходит с новым ведущим. В их числе были Алексей Земсков, Ренат Агзамов, Дмитрий Масленников и Дмитрий Губерниев.",16+,7.5,75 оценок,['развлекательное'],"['Алексей Земсков', 'Ренат Агзамов', 'Дмитрий Масленников', 'Дмитрий Губерниев']"
ТВ-3,"['08:40', '09:00', '09:30', '10:00', '10:45']",Леди Баг и Супер-кот,2015 — по н.в.,"Маринетт всего 15 лет, она ходит в школу вместе со своими сверстниками. Но по ночам девочка превращается в Леди Баг, супергероиню со сверхъестественными способностями. Вместе с ней на улицы ночного Парижа выходит Супер-Кот, а по совместительству одноклассник Маринетт Дюпейн-Чен, Адриан Агрест. Супергерои скрывают лица под масками, их цель — победить Хаука Мота, который порабощает обычных жителей города, превращая их в злодеев...
Мультипликационный сериал «Леди Баг и Супер-Кот» снят по мотивам серии комиксов.",6+,6.8,25 124 оценки,['комедия'],"['Томас Астрюк', 'Марк Экланд', 'Джеф Астолфо', 'Риккардо Дюранте']"
ТВ-3,"['11:00', '11:45', '12:15', '12:45', '13:15', '13:45', '14:15']",Слепая,2014 — 2019 (Сериал закончился),"Прабабка ее матери была травницей — помогала бесплодным, лечила больных животных. У другой ее прабабки еще в детстве из-за сильного сколиоза вырос горб, а после этого открылся дар целительства. Саму героиню сериала «Слепая» Нину сравнивают с Вангой. Она тоже незрячей не родилась: в первом классе мальчишка попал ей в глаза обледенелым куском угля. Зрение начало стремительно падать, лекарства не помогали, врачи ничем не могли помочь. Когда она практически ослепла, она увидела людей, но по-другому. Сама она называет это словом «чуять».
Она не любит говорить о себе или о том, кто и зачем к ней обращается. Живет уединенно, в глуши, но всех, кто приходит, — принимает. Она видит, когда у человека что-то не так. Видит его судьбу.",16+,5.5,1 085 оценок,['драма'],['Елена Митюкова']
ТВ-3,['00:00'],Открытое море: Новые жертвы,2010,"Компания молодых людей совершает путешествие на паруснике недалеко от побережья Австралии, однако прогулка заканчивается плачевно: корабль наскакивает на рифы и переворачивается. Потерпевшие кораблекрушение в растерянности — корпус парусника сносит течением все дальше от большой земли и надежды на спасение тают, а силы покидают людей. К тому же море кишит акулами, среди которых появляется особо жестокий и изворотливый хищник — большая белая акула. «Открытое море: новые жертвы» продолжает «акулью» тему, начатую в фильме «Открытое море», снятом по мотивам реальных событий.",16+,6.3,223 оценки,['триллер'],['Эндрю Трауки']
ТВ-3,['01:30'],Мой создатель,2020,"2046 год. Джордж Элмор работает над искусственным интеллектом, максимально приближенным к человеку. Его последняя модель почти готова — осталась чувственная фаза, сама рискованная. Создатель преследует свою цель, о которой никто не должен узнать, — он хочет вновь быть со своей умершей женой.",16+,6.6,389 оценок,['драма'],['Гэвин Ротери']
Карусель,['06:05'],Синий трактор,2014 — 2016 (Сериал закончился),"В каждом эпизоде сериала «Синий трактор» в игровой форме и с помощью веселой песенки объясняются различные понятия: названия окружающих нас явлений и предметов, цвета и формы, «право» и «лево», размеры и расстояния. В мультсериале можно встретить разных персонажей, но один из них появляется чаще других — это любимый детьми и их родителями жизнерадостный Синий трактор.",0+,6.8,6 773 оценки,['для детей'],[]
Карусель,['09:25'],Сказочный патруль,2016 — по н.в.,"Юные волшебницы из рода чародеев Варя, Маша и Снежка приезжают на практику в заповедник сказок — город Мышкин. На новом месте они знакомятся с веселой и непоседливой девочкой Аленкой, которая только учится управлять своими магическими силами. Героини сериала «Сказочный патруль» быстро находят общий язык и создают команду, которая должна следить за тем, чтобы сказочные персонажи не хулиганили, а также оказывать помощь тем, кто попал в беду, и охранять мир и спокойствие городка. Впереди девочек ждут захватывающие и невероятные приключения.
Став хранительницами города, девочки получают браслеты-ключи, которые позволяют им управлять разными стихиями: Аленка повелевает огнем и может трансформироваться, Снежка — Водой и льдом, Маша — землей и природой, а Варя — воздухом и ветром.",6+,7.0,3 087 оценок,['фэнтези'],"['Наиль Мубинов', 'Анастасия Чернова', 'Андрей Колпин']"
Карусель,"['13:30', '14:45']",Барбоскины,2011 — по н.в.,"Барбоскины — это большое собачье семейство, которое живет совсем как люди. Папа занят работой и карьерой и не расстается с ноутбуком и телефоном. Мама — домохозяйка, но мечтает стать актрисой. Щенята делают то же самое, что и дети их возраста. Дружок — старший в семье, любит играть в футбол, Роза — красотка-блондинка, увлекается модой, Гена — застенчивый ботаник, мечтающий о Нобелевской премии, Лиза — зануда-сладкоежка и Малыш — маленький проказник. Кстати, все собачки в семье разных пород, может, именно поэтому каждый день у Барбоскиных происходит что-нибудь невероятное.",0+,6.8,9 977 оценок,['для детей'],"['Екатерина Салабай', 'Елена Галдобина']"
